"StateCode","Name","ParentName","TableName","Type","AttachmentType","Comment","HidePremium","Condition","Number","MinOccurs","MaxOccurs","Variable","Scheduled","Sequence","Status"
"CW","Pier And Wharf Additional Covered Causes Of Loss","Building Detail","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossStruct","Coverage","Optional","Building (Structure) level","False","","CP 10 70 07 88",0,1,"False","False",22000,"A"
"CW","Protective Safeguards","Building Detail","CommercialPropertyProtectiveSafeguards","Form","Optional","","True","","CP 04 11 09 17",0,1,"True","True",22500,"A"
"CW","Protective Safeguards Summary","Protective Safeguards","CommercialPropertyProtectiveSafeguardsDetail","Summary","","","False","","",1,99,"False","False",22501,"A"
"CW","Protective Safeguards Detail","Protective Safeguards Summary","CommercialPropertyProtectiveSafeguardsDetail","Detail","","","False","","",0,1,"False","False",22502,"A"
"CW","Radio Or Television Antennas","Building Detail","CommercialPropertyRadioOrTelevisionAntennas","Coverage","Optional","Building (Structure) Level","False","","CP 14 50 10 00",0,1,"True","True",22700,"A"
"CW","Radio Or Television Antennas Summary","Radio Or Television Antennas","CommercialPropertyRadioOrTelevisionAntennasDetail","Summary","","Building (Structure) Level","False","","",1,99,"False","False",22701,"A"
"CW","Radio Or Television Antennas Detail","Radio Or Television Antennas Summary","CommercialPropertyRadioOrTelevisionAntennasDetail","Detail","","Building (Structure) Level","False","","",0,1,"False","False",22702,"A"
"CW","Radioactive Contamination","Building Detail","CommercialPropertyRadioactiveContamination","Coverage","Optional","Building (Structure) Level","False","","CP 10 37 10 00",0,1,"True","True",22900,"A"
"CW","Sprinkler Leakage Exclusion","Building Detail","CommercialPropertySprinklerLeakageExclusion","Form","Optional","Building (Structure) Level","True","","CP 10 56 06 07",0,1,"True","True",23300,"A"
"CW","Statement Of Values","Building Detail","CommercialPropertyStatementOfValues","Form","Conditional","Building (Structure) Level","True","","CP 16 15 07 88",0,0,"True","False",23500,"A"
"CW","Tentative Rate","Building Detail","CommercialPropertyTentativeRate","Form","Conditional","Building (Structure) Level Only","True","","CP 99 93 10 90",0,0,"False","False",23700,"A"
"CW","Theft Exclusion","Building Detail","CommercialPropertyTheftExclusion","Form","Optional","Structure Level","True","CauseOfLossToUse[.='Special']","CP 10 33 10 12",0,1,"True","True",23900,"A"
"CW","Theft Of Building Materials And Supplies (Other Than Builders Risk)","Building Detail","CommercialPropertyTheftOfBuildingMaterialsAndSuppliesOtherThanBuildersRisk","Coverage","Optional","","False","../../../../PolicyType = 'Commercial Property Policy' and (CovType[.= 'Building' or .= 'Condominium Association' or .= 'Improvements and Betterments'])","CP 10 44 10 12",0,1,"True","True",23940,"A"
"CW","Utility Services - Direct Damage","Building Detail","CommercialPropertyUtilityServicesDirectDamageBldg","Coverage","Optional","Building (Structure) Level","False","","CP 04 17 10 12",0,1,"True","True",24100,"A"
"CW","Utility Services - Direct Damage Summary","Utility Services - Direct Damage","CommercialPropertyUtilityServicesDirectDamageBldgDetail","Summary","","Building (Structure) Level","False","","",1,99,"False","False",24101,"A"
"CW","Utility Services - Direct Damage Detail","Utility Services - Direct Damage Summary","CommercialPropertyUtilityServicesDirectDamageBldgDetail","Detail","","Building (Structure) Level","False","","",0,1,"False","False",24102,"A"
"CW","Vacancy Changes","Building Detail","CommercialPropertyVacancyChanges","Form","Optional","Building (Structure) level","True","","CP 04 60 10 12",0,1,"True","True",24300,"A"
"CW","Vacancy Permit","Building Detail","CommercialPropertyVacancyPermit","Coverage","Optional","Building (Structure) level","False","","CP 04 50 07 88",0,1,"True","True",24500,"A"
"CW","Vandalism Exclusion","Building Detail","CommercialPropertyVandalismExclusion","Form","Optional","Building (Structure) Level","True","","CP 10 55 06 07",0,1,"True","True",24700,"A"
"CW","Watercraft Exclusion","Building Detail","CommercialPropertyWatercraftExclusion","Form","Optional","Building (Structure) level","True","","CP 10 35 06 95",0,1,"False","False",24800,"A"
"CW","Windstorm Or Hail Exclusion","Building Detail","CommercialPropertyWindstormOrHailExclusion","Form","Optional","Building (Structure) Level Rule 74.A.A.","True","","CP 10 54 06 07",0,1,"True","True",25100,"A"
"CW","Windstorm Or Hail Percentage Deductible","Building Detail","CommercialPropertyWindstormOrHailPercentageDeductibleForm","Form","Conditional","Building (Structure) Level","True","","CP 03 21 10 12",0,0,"True","True",25300,"A"
"CW","Occupancy Class","Building Detail","CommercialPropertyOccupClass","Summary","","","False","","",0,99,"False","False",25998,"A"
"CW","Occupancy Class Detail","Occupancy Class","CommercialPropertyOccupClass","Detail","","","False","","",0,1,"False","False",25999,"A"
"CW","Building And Personal Property Coverage Form","Occupancy Class Detail","CommercialPropertyBuildingAndPersonalPropertyCoverageFormOccupClass","Form","Conditional","Occupancy Class Level","True","","CP 00 10 10 12",0,0,"False","False",26000,"A"
"CW","Condominium Association Coverage Form","Occupancy Class Detail","CommercialPropertyCondominiumAssociationCoverageFormOccupClass","Form","Conditional","Occupancy Class Level","True","","CP 00 17 10 12",0,0,"False","False",26001,"A"
"CW","Condominium Commercial Unit-Owners Changes - Standard Property Policy","Occupancy Class Detail","CommercialPropertyCondominiumCommercialUnitOwnersChangesStandardPropertyPolicy","Form","Conditional","Occupancy Class Level Only","True","","CP 17 98 10 12",0,0,"False","False",26002,"A"
"CW","Condominium Commercial Unit-Owners Coverage Form","Occupancy Class Detail","CommercialPropertyCondominiumCommercialUnitOwnersCoverageForm","Form","Conditional","Occupancy Class Level","True","","CP 00 18 10 12",0,0,"False","False",26003,"A"
"CW","Legal Liability Coverage Form","Occupancy Class Detail","CommercialPropertyLegalLiabilityCoverageFormOccupClass","Form","Conditional","Occupancy Class Level","True","","CP 00 40 10 12",0,0,"False","False",26004,"A"
"CW","Tobacco Sales Warehouses Coverage Form","Occupancy Class Detail","CommercialPropertyTobaccoSalesWarehousesCoverageForm","Form","Conditional","","True","","CP 00 80 10 12",0,0,"False","False",26005,"A"
"CW","Condominium Association Changes - Standard Property Policy","Occupancy Class Detail","CommercialPropertyCondominiumAssociationChangesStandardPropertyPolicyOccupClass","Form","Conditional","Occupancy Class","True","","CP 17 99 10 12",0,0,"False","False",26006,"A"
"CW","Higher Limits","Occupancy Class Detail","CommercialPropertyHigherLimitsOccupClass","Form","Conditional","Higher Limits - OccupClass","True","","CP 04 08 10 12",0,0,"True","True",26100,"A"
"CW","Personal Property","Occupancy Class Detail","CommercialPropertyPersonalProperty","Summary","","","False","","",0,99,"False","False",26800,"A"
"CW","Personal Property Detail","Personal Property","CommercialPropertyPersonalProperty","Detail","","","False","","",0,1,"False","False",26810,"A"
"CW","Additional Locations - Special Coinsurance Provisions","Personal Property Detail","CommercialPropertyAdditionalLocationsSpecialCoinsuranceProvisions","Coverage","Optional","Personal Property Level","False","","CP 13 20 07 88",0,1,"False","False",26850,"A"
"CW","Alcoholic Beverages Tax Exclusion","Personal Property Detail","CommercialPropertyAlcoholicBeveragesTaxExclusion","Form","Optional","Personal Property Level Only","True","","CP 99 10 07 88",0,1,"True","True",26900,"A"
"CW","Additional Covered Property","Personal Property Detail","CommercialPropertyAdditionalCoveredPropertyPrsnlProp","Form","Optional","Personal Property Level","True","","CP 14 10 06 95",0,1,"True","True",27000,"A"
"CW","Additional Covered Property Summary","Additional Covered Property","CommercialPropertyAdditionalCoveredPropertyPrsnlPropDetail","Summary","","Personal Property Level","False","","",1,99,"False","False",27001,"A"
"CW","Additional Covered Property Detail","Additional Covered Property Summary","CommercialPropertyAdditionalCoveredPropertyPrsnlPropDetail","Detail","","Personal Property Level","False","","",0,1,"False","False",27002,"A"
"CW","Agricultural Products Storage","Personal Property Detail","CommercialPropertyAgriculturalProductsStorage","Form","Optional","Personal Property Only","True","","CP 13 30 06 07",0,1,"False","False",27100,"A"
"CW","Brands And Labels","Personal Property Detail","CommercialPropertyBrandsAndLabels","Coverage","Optional","Personal Property Only","False","","CP 04 01 10 00",0,1,"False","False",27300,"A"
"CW","Business Personal Property Limited International Coverage","Personal Property Detail","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","Coverage","Optional","Personal Property Level","False","","CP 04 32 04 02",0,1,"True","True",27725,"A"
"CW","Cannabis Exclusion","Personal Property Detail","CommercialPropertyCannabisExclusionPersonalProperty","Coverage","Optional","Personal Property","False","","CP 99 03 12 19",0,1,"False","False",27750,"A"
"CW","Cannabis Exclusion With Hemp Exception","Personal Property Detail","CommercialPropertyCannabisExclusionWithHempExceptionPersonalProperty","Coverage","Optional","Personal Property","False","","CP 99 04 12 19",0,1,"False","False",27760,"A"
"CW","Causes Of Loss - Basic Form","Personal Property Detail","CommercialPropertyCauseOfLossBasicFormPrsnlProp","Form","Conditional","Personal Property Level","True","","CP 10 10 10 12",0,0,"False","False",28100,"A"
"CW","Causes Of Loss - Broad Form","Personal Property Detail","CommercialPropertyCauseOfLossBroadFormPrsnlProp","Form","Conditional","Personal Property Level","True","","CP 10 20 10 12",0,0,"False","False",28300,"A"
"CW","Causes Of Loss - Special Form","Personal Property Detail","CommercialPropertyCauseOfLossSpecialFormPrsnlProp","Form","Conditional","Personal Property Level","True","","CP 10 30 09 17",0,0,"False","False",28700,"A"
"CW","Condominium Commercial Unit-Owners Optional Coverages","Personal Property Detail","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","Coverage","Optional","Personal Property Only","False","","CP 04 18 10 12",0,1,"True","True",29300,"A"
"CW","Debris Removal Additional Insurance","Personal Property Detail","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlProp","Coverage","Optional","Prsnl Prop level","False","","CP 04 15 10 12",0,1,"True","True",29700,"A"
"CW","Discharge From Sewer, Drain Or Sump (Not Flood-Related)","Personal Property Detail","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdPrsnlProp","Coverage","Optional","Personal Property level","False","","CP 10 38 10 12",0,1,"True","True",29800,"A"
"CW","Distilled Spirits And Wines Market Value","Personal Property Detail","CommercialPropertyDistilledSpiritsAndWinesMarketValue","Form","Optional","Personal Property Level Only","True","","CP 99 05 06 95",0,1,"True","True",29900,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","Personal Property Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementPrsnlProp","Coverage","Conditional","Personal Property Level","False","","CP 10 40 02 19",0,0,"True","True",30050,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","Personal Property Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductiblePrsnlProp","Coverage","Conditional","Personal Property Level","False","","CP 10 28 02 19",0,0,"True","True",30051,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","Personal Property Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormPrsnlProp","Coverage","Conditional","Personal Property Level","False","","CP 10 45 02 19",0,0,"False","False",30100,"A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","Personal Property Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductiblePrsnlProp","Coverage","Conditional","Personal Property Level","False","","CP 10 29 02 19",0,0,"False","False",30101,"A"
"CW","Flood Coverage Endorsement","Personal Property Detail","CommercialPropertyFloodCoverageEndorsementPrsnlProp","Coverage","Optional","Personal Property Level","False","","CP 10 65 10 12",0,1,"False","False",30300,"A"
"CW","Functional Personal Property Valuation (Other Than Stock)","Personal Property Detail","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStock","Coverage","Conditional","Personal Property Level","False","","CP 04 39 10 90",0,0,"True","True",30500,"A"
"CW","Household Personal Property Coverage","Personal Property Detail","CommercialPropertyHouseholdPersonalPropertyCoverage","Form","Optional","Personal Property Level Only Rule 31.C.8.","True","","CP 99 92 06 07",0,1,"True","True",30900,"A"
"CW","Household Personal Property Coverage Summary","Household Personal Property Coverage","CommercialPropertyHouseholdPersonalPropertyCoverageDetail","Summary","","","False","","",1,1,"False","False",30901,"A"
"CW","Household Personal Property Coverage Detail","Household Personal Property Coverage Summary","CommercialPropertyHouseholdPersonalPropertyCoverageDetail","Detail","","PersonalProperty Level Only.","False","","",0,1,"False","False",30902,"A"
"CW","Leased Property","Personal Property Detail","CommercialPropertyLeasedProperty","Coverage","Optional","","False","","CP 14 60 07 88",0,1,"True","True",31300,"A"
"CW","Leased Property Summary","Leased Property","CommercialPropertyLeasedPropertyDetail","Summary","","","False","","",0,99,"False","False",31301,"A"
"CW","Leased Property Detail","Leased Property Summary","CommercialPropertyLeasedPropertyDetail","Detail","","","False","","",0,1,"False","False",31302,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","Personal Property Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlProp","Coverage","Optional","Personal Property Level","False","CauseOfLossToUse = ""Special""","CP 04 14 12 16",0,1,"True","True",31600,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage)","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","Summary","","Personal Property Level","False","","",1,99,"False","False",31601,"A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Summary","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","Detail","","Personal Property Level","False","","",0,1,"False","False",31602,"A"
"CW","Manufacturers Consequential Loss Assumption","Personal Property Detail","CommercialPropertyManufacturersConsequentialLossAssumption","Coverage","Optional","Personal Property Level Only Rule 38.I.","False","","CP 99 02 07 88",0,1,"False","False",32100,"A"
"CW","Higher Limits","Personal Property Detail","CommercialPropertyHigherLimitsPersonalProperty","Form","Conditional","Higher Limits - Personal Property","True","","CP 04 08 10 12",0,0,"True","True",32123,"A"
"CW","Manufacturer's Selling Price (Finished ""Stock"" Only)","Personal Property Detail","CommercialPropertyManufacturersSellingPriceFinishedStockOnly","Form","Optional","Personal Property Level Only Rule 38.Q.2.a.","True","","CP 99 30 06 95",0,1,"False","False",32300,"A"
"CW","Scheduled Building Property Tenant's Policy","Building Detail","CommercialPropertyScheduledBuildingPropertyTenantsPolicy","Coverage","Optional","","False","","CP 14 01 09 17",0,1,"True","True",32301,"A"
"CW","Scheduled Building Property Tenant's Policy Summary","Scheduled Building Property Tenant's Policy","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetail","Summary","","","False","","",0,99,"False","False",32302,"A"
"CW","Scheduled Building Property Tenant's Policy Detail","Scheduled Building Property Tenant's Policy Summary","CommercialPropertyScheduledBuildingPropertyTenantsPolicyDetail","Detail","","","False","","",0,1,"False","False",32303,"A"
"CW","Unscheduled Building Property Tenant's Policy","Building Detail","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicy","Coverage","Optional","","False","","CP 14 02 09 17",0,1,"True","True",32305,"A"
"CW","Market Value - Stock","Personal Property Detail","CommercialPropertyMarketValueStock","Form","Optional","Personal Property Level Only Rule 38.Q.2.b.","True","","CP 99 31 07 88",0,1,"False","False",32500,"A"
"CW","Molten Material","Personal Property Detail","CommercialPropertyMoltenMaterialPrsnlProp","Coverage","Optional","Personal Property Level Rule 74.B.","False","","CP 10 60 07 88",0,1,"False","False",32700,"A"
"CW","Peak Season Limit Of Insurance","Personal Property Detail","CommercialPropertyPeakSeasonLimitOfInsurance","Coverage","Optional","Personal Property Only Rule 38.M.","False","","CP 12 30 06 95",0,1,"True","True",33100,"A"
"CW","Peak Season Limit Of Insurance Summary","Peak Season Limit Of Insurance","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","Summary","","","False","","",0,99,"False","False",33101,"A"
"CW","Peak Season Limit Of Insurance Detail","Peak Season Limit Of Insurance Summary","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","Detail","","","False","","",0,1,"False","False",33102,"A"
"CW","Property In Process Of Manufacture By Others Limited International Coverage","Personal Property Detail","CommercialPropertyPropInProcessOfMfrByOthersLimitedInternationalCov","Coverage","Optional","Personal Property Level","False","","CP 04 33 04 02",0,1,"True","True",33200,"A"
"CW","Radioactive Contamination","Personal Property Detail","CommercialPropertyRadioactiveContaminationPrsnlProp","Coverage","Optional","Personal Property Level","False","","CP 10 37 10 00",0,1,"True","True",33700,"A"
"CW","Report Of Values","Personal Property Detail","CommercialPropertyReportOfValues","Form","Optional","","True","","CP 13 60 10 00",0,1,"True","False",34100,"A"
"CW","Supplemental Report Of Values","Personal Property Detail","CommercialPropertySupplementalReportOfValues","Form","Optional","","True","count(CommercialPropertyReportOfValues[string(Expiration)=''])> 0","CP 13 61 11 85",0,1,"True","True",34105,"A"
"CW","Specified Business Personal Property Temporarily Away From Premises","Personal Property Detail","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremises","Coverage","Optional","","False","","CP 04 04 10 12",0,1,"True","True",34200,"A"
"CW","Specified Business Personal Property Temporarily Away From Premises Summary","Specified Business Personal Property Temporarily Away From Premises","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetail","Summary","","","False","","",1,99,"False","False",34201,"A"
"CW","Specified Business Personal Property Temporarily Away From Premises Detail","Specified Business Personal Property Temporarily Away From Premises Summary","CommercialPropertySpecifiedBusnPrsnlPropTempAwayFromPremisesDetail","Detail","","","False","","",0,1,"False","False",34202,"A"
"CW","Spoilage Coverage","Personal Property Detail","CommercialPropertySpoilageCoverage","Coverage","Optional","Personal Property Only Rule 38.T.","False","","CP 04 40 12 20",0,1,"True","True",34300,"A"
"CW","Sprinkler Leakage Exclusion","Personal Property Detail","CommercialPropertySprinklerLeakageExclusionPrsnlProp","Form","Optional","Personal Property Level","True","","CP 10 56 06 07",0,1,"True","True",34500,"A"
"CW","Statement Of Values","Personal Property Detail","CommercialPropertyStatementOfValuesPrsnlProp","Form","Conditional","Personal Property Level","True","","CP 16 15 07 88",0,0,"True","False",34700,"A"
"CW","Storage Or Repairs Limited Liability","Personal Property Detail","CommercialPropertyStorageOrRepairsLimitedLiability","Form","Optional","Personal Property Level Only","True","","CP 99 42 07 88",0,1,"False","False",34900,"A"
"CW","Theft Exclusion","Personal Property Detail","CommercialPropertyTheftExclusionPrsnlProp","Form","Optional","Personal Property Level","True","CauseOfLossToUse[.='Special']","CP 10 33 10 12",0,1,"True","True",35500,"A"
"CW","Utility Services - Direct Damage","Personal Property Detail","CommercialPropertyUtilityServicesDirectDamagePrsnlProp","Coverage","Optional","Personal Property Level","False","","CP 04 17 10 12",0,1,"True","True",35900,"A"
"CW","Utility Services - Direct Damage Summary","Utility Services - Direct Damage","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","Summary","","Personal Property Level","False","","",1,99,"False","False",35901,"A"
"CW","Utility Services - Direct Damage Detail","Utility Services - Direct Damage Summary","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","Detail","","Personal Property Level","False","","",0,1,"False","False",35902,"A"
"CW","Value Reporting Form","Personal Property Detail","CommercialPropertyValueReportingForm","Coverage","Conditional","Personal Property Level Only","False","","CP 13 10 04 02",0,0,"False","False",36100,"A"
"CW","Vacancy Changes","Personal Property Detail","CommercialPropertyVacancyChangesPrsnlProp","Form","Optional","Personal Property level","True","","CP 04 60 10 12",0,1,"True","True",36150,"A"
"CW","Vacancy Permit","Personal Property Detail","CommercialPropertyVacancyPermitPrsnlProp","Coverage","Optional","Personal Property level.","False","","CP 04 50 07 88",0,1,"True","True",36200,"A"
"CW","Vandalism Exclusion","Personal Property Detail","CommercialPropertyVandalismExclusionPrsnlProp","Form","Optional","Personal Property Level","True","","CP 10 55 06 07",0,1,"True","True",36300,"A"
"CW","Windstorm Or Hail Exclusion","Personal Property Detail","CommercialPropertyWindstormOrHailExclusionPrsnlProp","Form","Optional","Personal Property Level Rule 74.A.1.","True","","CP 10 54 06 07",0,1,"True","True",36500,"A"
"CW","Increased Cost Of Loss And Related Expenses For Green Upgrades","Personal Property Detail","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersProp","Coverage","Optional","Personal Property Level","False","ValuationType[.= 'Replacement Cost'] and (CovType[.!= 'Property of Others' or .!= 'Stock']) and (../../../../../../../../PolicyType[.= 'Commercial Property Policy'] and ../../CovForm[.='Building and Personal Property Coverage Form' or .= 'Condominium Association Coverage Form' or .= 'Condominium Commercial Unit Owners Coverage'])","CP 04 02 10 12",0,1,"True","True",36600,"A"
"CW","Your Business Personal Property - Separation Of Coverage","Personal Property Detail","CommercialPropertyYourBusinessPersonalPropertySeparationOfCoverage","Form","Conditional","Personal Property Only","True","","CP 19 10 06 95",0,0,"True","True",36900,"A"
"CW","Business Income","Building Detail","CommercialPropertyBusinessIncome","Summary","","","False","","",0,99,"False","False",40000,"A"
"CW","Business Income Detail","Business Income","CommercialPropertyBusinessIncome","Detail","","","False","","",0,1,"False","False",40010,"A"
"CW","Business Income - Landlord As Additional Insured (Rental Value)","Business Income Detail","CommercialPropertyBusinessIncomeLandlordAsAdditionalInsuredRentalValue","Coverage","Optional","Business Income Level","False","","CP 15 03 06 07",0,1,"True","True",40100,"A"
"CW","Discretionary Payroll Expense","Business Income Detail","CommercialPropertyDiscretionaryPayrollExpense","Form","Optional","Business Income Level","True","","CP 15 04 06 07",0,1,"True","True",40200,"A"
"CW","Discretionary Payroll Expense Summary","Discretionary Payroll Expense","CommercialPropertyDiscretionaryPayrollExpenseDetail","Summary","","Business Income Level","False","","",1,99,"False","False",40201,"A"
"CW","Discretionary Payroll Expense Detail","Discretionary Payroll Expense Summary","CommercialPropertyDiscretionaryPayrollExpenseDetail","Detail","","Business Income Level","False","","",0,1,"False","False",40202,"A"
"CW","Business Income (And Extra Expense) Coverage Form","Business Income Detail","CommercialPropertyBusinessIncomeAndExtraExpenseCoverageForm","Form","Conditional","If CommercialPropertyBusinessIncome.CovType = Business Income and Extra Expense Combined then attach this form.","True","","CP 00 30 10 12",0,0,"False","False",40300,"A"
"CW","Business Income And/Or Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems","Business Income Detail","CommercialPropertyBusinessIncomeAndOrExtraExpnCovForY2KComputerRelatedAndOtherElectronicProblems","Coverage","Optional","","False","","CP 15 57 08 98",0,1,"True","True",40450,"A"
"CW","Business Income Changes - Beginning Of The Period Of Restoration","Business Income Detail","CommercialPropertyBusinessIncomeChangesBeginningOfThePeriodOfRestorationNoWaitingPeriod","Coverage","Optional","Business Income Level","False","","CP 15 56 06 07",0,1,"True","True",40600,"A"
"CW","Business Income Changes - Educational Institutions","Business Income Detail","CommercialPropertyBusinessIncomeChangesEducationalInstitutions","Form","Conditional","","True","","CP 15 25 10 12",0,0,"True","True",40750,"A"
"CW","Business Income From Dependent Properties - Broad Form","Business Income Detail","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadForm","Coverage","Optional","","False","","CP 15 08 10 12",0,1,"True","True",41050,"A"
"CW","Business Income From Dependent Properties - Broad Form Summary","Business Income From Dependent Properties - Broad Form","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","Summary","","","False","","",0,99,"False","False",41051,"A"
"CW","Business Income From Dependent Properties - Broad Form Detail","Business Income From Dependent Properties - Broad Form Summary","CommercialPropertyBusinessIncomeFromDependentPropertiesBroadFormDetail","Detail","","","False","","",0,1,"False","False",41052,"A"
"CW","Business Income From Dependent Properties - Limited Form","Business Income Detail","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedForm","Coverage","Optional","","False","","CP 15 09 10 12",0,1,"True","True",41200,"A"
"CW","Business Income From Dependent Properties - Limited Form Summary","Business Income From Dependent Properties - Limited Form","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","Summary","","","False","","",0,99,"False","False",41201,"A"
"CW","Business Income From Dependent Properties - Limited Form Detail","Business Income From Dependent Properties - Limited Form Summary","CommercialPropertyBusinessIncomeFromDependentPropertiesLimitedFormDetail","Detail","","","False","","",0,1,"False","False",41202,"A"
"CW","Business Income From Dependent Properties Limited International Coverage","Business Income Detail","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCov","Coverage","Optional","","False","","CP 15 01 10 12",0,1,"True","True",41225,"A"
"CW","Business Income From Dependent Properties Limited International Coverage Summary","Business Income From Dependent Properties Limited International Coverage","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovDetail","Summary","","","False","","",1,99,"False","False",41226,"A"
"CW","Business Income From Dependent Properties Limited International Coverage Detail","Business Income From Dependent Properties Limited International Coverage Summary","CommercialPropertyBusnIncomeFromDependentPropertiesLimitedInternationalCovDetail","Detail","","","False","","",0,1,"False","False",41227,"A"
"CW","Business Income Premium Adjustment","Business Income Detail","CommercialPropertyBusinessIncomePremiumAdjustmentForm","Form","Optional","Business Income Level Only Rule 51.C.","True","","CP 15 20 06 95",0,1,"False","False",41350,"A"
"CW","Business Income (Without Extra Expense) Coverage Form","Business Income Detail","CommercialPropertyBusinessIncomeWithoutExtraExpenseCoverageForm","Form","Conditional","If CommercialPropertyBusinessIncome.CovType = Business Income Only or Business Income and Extra Expense Separate then attach this form.","True","","CP 00 32 10 12",0,0,"False","False",41650,"A"
"CW","Cannabis Exclusion","Business Income Detail","CommercialPropertyCannabisExclusionBusinessIncome","Coverage","Optional","Business Income","False","","CP 99 03 12 19",0,1,"False","False",41660,"A"
"CW","Cannabis Exclusion With Hemp Exception","Business Income Detail","CommercialPropertyCannabisExclusionWithHempExceptionBusinessIncome","Coverage","Optional","Business Income","False","","CP 99 04 12 19",0,1,"False","False",41670,"A"
"CW","Causes Of Loss - Basic Form","Business Income Detail","CommercialPropertyCauseOfLossBasicFormBusnIncome","Form","Conditional","Business Income Level","True","","CP 10 10 10 12",0,0,"False","False",41800,"A"
"CW","Causes Of Loss - Broad Form","Business Income Detail","CommercialPropertyCauseOfLossBroadFormBusnIncome","Form","Conditional","Business Income Level","True","","CP 10 20 10 12",0,0,"False","False",41950,"A"
"CW","Causes Of Loss - Special Form","Business Income Detail","CommercialPropertyCauseOfLossSpecialFormBusnIncome","Form","Conditional","Business Income Level","True","","CP 10 30 09 17",0,0,"False","False",42250,"A"
"CW","Civil Authority Change","Business Income Detail","CommercialPropertyCivilAuthorityIncreasedCoveragePeriod","Coverage","Optional","Business Income Level Only","False","","CP 15 32 06 07",0,1,"True","True",42400,"A"
"CW","Civil Authority Change Summary","Civil Authority Change","CommercialPropertyCivilAuthorityChangesDetail","Summary","","","False","","",1,1,"False","False",42401,"A"
"CW","Civil Authority Change Detail","Civil Authority Change Summary","CommercialPropertyCivilAuthorityChangesDetail","Detail","","Business Income Level","False","","",0,1,"False","False",42402,"A"
"CW","Discharge From Sewer, Drain Or Sump (Not Flood-Related)","Business Income Detail","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdBusnIncome","Coverage","Optional","Busn Income level","False","","CP 10 38 10 12",0,1,"True","True",42450,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementBusnIncome","Coverage","Conditional","Business Income Level","False","","CP 10 40 02 19",0,0,"True","True",42520,"A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","Business Income Detail","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBusnIncome","Coverage","Conditional","Business Income Level","False","","CP 10 28 02 19",0,0,"True","True",42521,"A"
