"StateCode","TableName","ColumnName","RatingRequiredCondition","Status"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpecialClass","Deductible","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpecialClass","StructDesc","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","IncludingMasonryVeneerOption","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","ManualPremium","../../CovType = ""Leasehold Interest""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","PctOfTotalExteriorWallsFaced","../../EQSprinklerLeakageOnly != ""Yes""","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormBusnIncome","AnnualNetIncome","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormBusnIncome","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormPrsnlProp","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpclClassBusnIncome","AnnualNetIncome","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpclClassBusnIncome","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","Class","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","Deductible","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","Limit","","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","StructDesc","","A"
"CW","CommercialPropertyElectronicCommerce","Limit","","A"
"CW","CommercialPropertyElectronicCommerce","LossOfBusIncManualPremium","","D"
"CW","CommercialPropertyElectronicCommerce","LossOfDataManualPremium","","D"
"CW","CommercialPropertyElectronicCommerceLossOfBusinessIncomeCov","ManualPremium","","A"
"CW","CommercialPropertyElectronicCommerceLossOfDataCov","ManualPremium","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","AddlCoveredPropCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","BldgCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","BusnIncomeWithExtraExpenseCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","BusnIncomeWithoutExtraExpenseCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","EQSprinklerLeakageOnly","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","IncreasedAnnlAggLimitOption","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","Limit","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","PrsnlPropCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","SpecialClassCov","","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","SubLimitPct","","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldg","OccupancyCategory","","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldg","OccupancyGroup","","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgAmmoniaContaminationCov","AmmoniaContamination","","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgHazardousSubstanceOtherThanAmmoniaCov","HazardousSubstanceOtherThanAmmonia","","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgHazardousSubstanceOtherThanAmmoniaCov","HazardousSubstanceOtherThanAmmoniaManualPremium","HazardousSubstanceOtherThanAmmonia > 25000","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Eighth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Eleventh30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","ExpandedLimitOption","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Fifth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","First30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Fourth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Ninth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Second30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Seventh30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Sixth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Tenth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Third30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Twelfth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Eighth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Eleventh30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","ExpandedLimitOption","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Fifth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","First30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Fourth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Ninth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Second30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Seventh30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Sixth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Tenth30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Third30DayRestorationPct","","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Twelfth30DayRestorationPct","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","ConstructionType","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","ConstructionTypeToUse","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","EQRate","../../../../../../../../EQCauseOfLossForm[.!='Not Applicable']","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCov","ManualPremium","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovDetail","CauseOfLoss","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncome","ManualPremium","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncomeDetail","CauseOfLoss","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncomeDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","BasicGroupIIRate","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","BasicGroupIRate","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","ConstructionType","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","EQRate","../../../../../../../../EQCauseOfLossForm[.!='Not Applicable']","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","Limit","","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","TypeOfDependentProp","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","AddlCoveredPropCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","AggLimit","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","BldgCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","BusnIncomeWithExtraExpenseCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","BusnIncomeWithoutExtraExpenseCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","ExcessOverMaxNFIPIndicator","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","ExtraExpenseCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","FloodEffDate","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","Limit","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","PrsnlPropCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","SpecialClassCov","","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","UnitNumber","","A"
"CW","CommercialPropertyFloodCovEndtLocation","Coinsurance","","A"
"CW","CommercialPropertyFloodCovEndtLocation","CommunityRatingSystemCRSGrade","","A"
"CW","CommercialPropertyFloodCovEndtLocation","Deductible","","A"
"CW","CommercialPropertyFloodCovEndtLocation","FloodEffDate","","A"
"CW","CommercialPropertyFloodCovEndtLocation","FloodZone","","A"
"CW","CommercialPropertyFloodCovEndtLocation","NFIPFloodZone","","A"
"CW","CommercialPropertyFloodCoverageEndorsement","AdditionalConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsement","AnnualAggregateLimit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsement","BlanketIDNum","","A"
"CW","CommercialPropertyFloodCoverageEndorsement","ExcessOverMaxNFIPIndicator","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsement","FloorLevel","","A"
"CW","CommercialPropertyFloodCoverageEndorsement","IncludedInBlkt","","A"
"CW","CommercialPropertyFloodCoverageEndorsement","Limit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsement","NumberOfStories","","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","AdditionalConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","AnnualAggregateLimit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","AnnualNetIncome","IncludedInBlkt[.='Yes'] and ../../CovType[.!='Extra Expense Only' and .!= '']","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","BlanketIDNum","","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","FloorLevel","","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","IncludedInBlkt","","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","Limit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","NumberOfStories","","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","AdditionalConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","AnnualAggregateLimit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","BlanketIDNum","","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","ExcessOverMaxNFIPIndicator","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","FloorLevel","","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","IncludedInBlkt","","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","Limit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","NumberOfStories","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","AdditionalConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","AnnualAggregateLimit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","AnnualNetIncome","IncludedInBlkt[.='Yes'] and ../../CovType[.!='Extra Expense Only' and .!= '']","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","BlanketIDNum","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","ConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","FloorLevel","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","IncludedInBlkt","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","Limit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","NumberOfStories","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","AdditionalConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","AnnualAggregateLimit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","BlanketIDNum","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","ConstructionType","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","ExcessOverMaxNFIPIndicator","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","FloorLevel","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","IncludedInBlkt","","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","Limit","IncludedInBlkt = ""No""","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","NumberOfStories","","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseAddlAdvCov","AdvertisingLimit","","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseFoodOnlyCov","FoodLimit","","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncomeAddlAdvCov","AdvertisingLimit","","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncomeFoodOnlyCov","FoodLimit","","A"
"CW","CommercialPropertyFunctionalBuildingValuation","PostLossOrdinanceOrLawOption","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldg","IncreasedCostOfLossPct","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldg","Limit","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldg","RelatedExpenses","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBusInc","PeriodOfRestoration","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersProp","IncreasedCostOfLossPct","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersProp","Limit","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtPersProp","RelatedExpenses","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpclClassBusnIncome","PeriodOfRestoration","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClass","IncreasedCostOfLossPct","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClass","Limit","","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtSpecialClass","RelatedExpenses","","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisaster","AdditionalExpenseCoveragePercentage","","A"
"CW","CommercialPropertyIncreaseInRebuildingExpensesFollowingDisasterSpecialClass","AdditionalExpenseCoveragePercentage","","A"
"CW","CommercialPropertyIRPM","BuildingFeaturesPct","","A"
"CW","CommercialPropertyIRPM","EmployeesPct","","A"
"CW","CommercialPropertyIRPM","LocationPct","","A"
"CW","CommercialPropertyIRPM","ManagementPct","","A"
"CW","CommercialPropertyIRPM","PremisesEquipmentPct","","A"
"CW","CommercialPropertyIRPM","ProtectionPct","","A"
"CW","CommercialPropertyLeasedPropertyDetail","Limit","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","BonusPaymentsMonthlyLeaseholdInt","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","ImprovementsAndBettermentsMonthly","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","LeaseEffDate","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","LeaseExpDate","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","PercentInterest","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","PrepaidRentMonthly","","A"
"CW","CommercialPropertyLeaseholdInterestCoverageForm","TenantsGrossLeaseholdInt","","A"
"CW","CommercialPropertyLegalLiabilityCoverageForm","AddlInsurableInt","","A"
"CW","CommercialPropertyLegalLiabilityCoverageForm","OtherAddlIntDesc","AddlInsurableInt[.='Other']","A"
"CW","CommercialPropertyLegalLiabilityCoverageFormOccupClass","AddlInsurableInt","","A"
"CW","CommercialPropertyLegalLiabilityCoverageFormOccupClass","OtherAddlIntDesc","AddlInsurableInt[.='Other']","A"
"CW","CommercialPropertyLimitationsOnCovForRoofSurfacing","Applicability","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","BeginningOfThePeriodOfRestoration","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","DroneModification","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","EncryptedCommunications","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","ExtendedPeriodBusinessIncome","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","GeoFencingTechnologyToAvoidRestrictedAirspace","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","IndicateActualCashValueACVOrReplacementCostRC","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","LimitOfInsuranceForInterruptionInUnmannedAircraftOperations","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","ReturnToBaseTechnologyOrHoverCapability","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","SenseAndAvoidTechnology","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","TypeOfOperations","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnknownSecurityFeaturesOfDrones","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnmannedAircraftClassDescriptions","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnmannedAircraftMethodOfControl","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnmannedAircraftOwnershipAndOperation","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnmannedAircraftPrimaryPlaceOfOperation","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","UnmannedAircraftRatingIdentification","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageBusnIncomeDetail","ValuationType","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","BlanketLimitOfInsurance","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed = ""Yes""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","CoverageExtensionForNewlyAcquiredPropertyIncludingTemporarySubstitutePropertyAppliesToScheduledCoverageonly","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","Deductible","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","DroneModification","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","EncryptedCommunications","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","EQDeductible","../../../../../../EQCauseOfLossForm != ""Not Applicable""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","GeoFencingTechnologyToAvoidRestrictedAirspace","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","IndicateActualCashValueACVOrReplacementCostRC","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","LimitOfInsurance","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","ReturnToBaseTechnologyOrHoverCapability","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","SenseAndAvoidTechnology","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","TypeOfOperations","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnknownSecurityFeaturesOfDrones","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnmannedAircraftClassDescriptions","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnmannedAircraftMethodOfControl","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnmannedAircraftOwnershipAndOperation","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnmannedAircraftPrimaryPlaceOfOperation","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","UnmannedAircraftRatingIdentification","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","ValuationType","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","BlanketLimitOfInsurance","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed = ""Yes""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","CoverageExtensionForNewlyAcquiredPropertyIncludingTemporarySubstitutePropertyAppliesToScheduledCoverageonly","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","Deductible","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","DroneModification","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","EncryptedCommunications","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","EQDeductible","../../../../../../../../../../EQCauseOfLossForm != ""Not Applicable""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","GeoFencingTechnologyToAvoidRestrictedAirspace","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","IndicateActualCashValueACVOrReplacementCostRC","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","LimitOfInsurance","BlanketCoverageUnmannedAircraftAppliesToUnmannedAircraftNotIndividuallyDescribed = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","ReturnToBaseTechnologyOrHoverCapability","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","SenseAndAvoidTechnology","UnknownSecurityFeaturesOfDrones = ""No""","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","TypeOfOperations","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","UnknownSecurityFeaturesOfDrones","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","UnmannedAircraftClassDescriptions","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","UnmannedAircraftMethodOfControl","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","UnmannedAircraftOwnershipAndOperation","","A"
"CW","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","UnmannedAircraftPrimaryPlaceOfOperation","","A"
