"StateCode","TableName","Comment","BureauRuleNumber","Status"
"CW","CommercialPropertyChanges","Policy - Commercial Property Changes","14 Changes","A"
"CW","CommercialPropertyChangesCancellationAndNonrenewal","Policy - Changes Cancellation And Nonrenewal IL 02 46","14 Changes IL 02 46","A"
"CW","CommercialPropertyChangesFungusWetRotDryRotBacteria","Policy - Fungus Wet Rot Dry Rot Premium","Fungus Policy","A"
"CW","CommercialPropertyCivilAuthorityChangesDetail","Business Income - Civil Authority - Changes Detail","54.E Dtl","A"
"CW","CommercialPropertyCivilAuthorityChangesSpclClassBusnIncomeDetail","Special Class Business Income - Civil Authority Changes Detail","54.E SpCl BI Dtl","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriod","Business Income - Civil Authority Change","54.E BI","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodBasicGroupICoverage","Business Income - Civil Authority Change COL BGI","54.E BI BGI","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodBasicGroupIICoverage","Business Income - Civil Authority Change COL BGII","54.E BI BGII","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodBroadCoverage","Business Income - Civil Authority Change COL Broad","54.E BI Broad","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodEarthquakeCoverage","Business Income - Civil Authority Change COL EQ","54.E BI EQ","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodRadiusCoverage","Business Income - Civil Authority Change Radius","54.E.3.a BI Radius","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncome","Special Class Business Income - Civil Authority Change","54.E SpCl BI","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeBasicGroupICoverage","Special Class Business Income - Civil Authority Change COL BGI","54.E SpCl BI BGI","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeBasicGroupIICoverage","Special Class Business Income - Civil Authority Change COL BGII","54.E SpCl BI BGII","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeBroadCoverage","Special Class Business Income - Civil Authority Change COL Broad","54.E SpCl BI Broad","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeEarthquakeCoverage","Special Class Business Income - Civil Authority Change COL  EQ","54.E SpCl BI EQ","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeRadiusCoverage","Special Class Business Income - Civil Authority Change Radius","54.E.3.a SpCl BI Radius","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpclClassBusnIncomeSpecialCoverage","Special Class Business Income - Civil Authority Change COL Special","54.E SpCl BI Sp","A"
"CW","CommercialPropertyCivilAuthorityIncreasedCoveragePeriodSpecialCoverage","Business Income - Civil Authority Change COL Special","54.E BI Sp","A"
"CW","CommercialPropertyCommercialPropertyConditions","Policy - Commercial Property Conditions","14.A.2 Policy","A"
"CW","CommercialPropertyCommonPolicyConditions","Policy - Common Policy Conditions IL 00 17","14.A.1 Policy","A"
"CW","CommercialPropertyConditionalExclOfTerrsmInvolvingNuclearBiolgclOrChemicalTerrsmIL0996","Policy - Terrorism IL 09 96","TER IL 09 96","A"
"CW","CommercialPropertyConditionalExclusionOfTerrorismEndorsementIL0995","Policy - Terrorism IL 09 95","TER IL 09 95","A"
"CW","CommercialPropertyConditionalLmtnOfCovForTerrsmSubLimitOnAnnualAggregateBasisIL0997","Policy - Terrorism IL 09 97","TER IL 09 97","A"
"CW","CommercialPropertyCondominiumAssociationChangesStandardPropertyPolicy","Building - Condominium Association Changes - Standard Property Policy CP 17 99","69.B.2 Bldg","A"
"CW","CommercialPropertyCondominiumAssociationChangesStandardPropertyPolicyEndtSpecialClass","Special Class - Condominium Association Changes - Standard Property Policy CP 17 99","69.B.2 SpCl","A"
"CW","CommercialPropertyCondominiumAssociationChangesStandardPropertyPolicyOccupClass","Occupancy - Condominium Association Changes - Standard Property Policy CP 17 99","69.B.2 Occup","A"
"CW","CommercialPropertyCondominiumAssociationCoverageForm","Building - Condominium Association Coverage Form CP 00 17","30.A.1 Bldg","A"
"CW","CommercialPropertyCondominiumAssociationCoverageFormOccupClass","Occupancy - Condominium Association Coverage Form Occupancy Class","30.A.1 Condo Occup","A"
"CW","CommercialPropertyCondominiumAssociationCoverageFormSpecialClass","Special Class - Condominium Association Coverage Form","30.A.1 SpCl","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersChangesStandardPropertyPolicy","Occupancy - Condominium Commercial Unit-Owners Changes - Standard Property Policy CP 17 98","69.B.3 Occup","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersChangesStandardPropertyPolicySpecialClass","Special Class - Condominium Commercial Unit-Owners Changes - Standard Property Policy CP 17 98","69.B.3 SpCl","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersCoverageForm","Occupancy - Condominium Commercial Unit-Owners Coverage Form CP 00 18","31.A.1 Occup","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersCoverageFormSpecialClass","Special Class - Condominium Commercial Unit-Owners Coverage Form CP 00 18","31.A.1 SpCl","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCoverages","Personal Property - Condominium Commercial Unit Owners Optional Coverages","38.H; 38.J PrsnlProp","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCovLossAssmtCoverage","Personal Property - Condominium Commercial Unit-Owners Loss Assessment Coverage","38.H PrsnlProp","A"
"CW","CommercialPropertyCondominiumCommercialUnitOwnersOptionalCovMiscRealPropCoverage","Personal Property - Condominium Commercial Unit-Owners Miscellaneous Real Property Cov","38.J PrsnlProp","A"
"CW","CommercialPropertyContributingInsurance","Building - Contributing Insurance","24 Bldg","A"
"CW","CommercialPropertyContributingInsuranceDetail","Building - Contributing Insurance Detail","24 Bldg Dtl","A"
"CW","CommercialPropertyContributingInsuranceSpecialClass","Special Class - Contributing Insurance","24 SpCl","A"
"CW","CommercialPropertyContributingInsuranceSpecialClassDetail","Special Class - Contributing Insurance Detail","24 SpCl Dtl","A"
"CW","CommercialPropertyCoveragePartPolicyChanges","Policy - Coverage Part Policy Changes","21.A Policy","A"
"CW","CommercialPropertyCyberIncidentExclusion","Cyber Incident Exclusion","14.A.4; 14.B; 38.AA; 67.B.4","A"
"CW","CommercialPropertyCyberIncidentExclusionWithEnsuingCausesOfLossExceptions","Cyber Incident Exclusion With Ensuing Cause(s) Of Loss Exceptions","14.A.4; 14.B; 38.AA","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurance","Building - Debris Removal","38.F Bldg","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceBasicGroupICoverage","Building - Debris Removal COL BGI","38.F Bldg BGI","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceBasicGroupIICoverage","Building - Debris Removal COL BGII","38.F Bldg BGII","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceBroadCoverage","Building - Debris Removal COL Broad","38.F Bldg Broad","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceEarthquakeCoverage","Building - Debris Removal COL EQ","38.F Bldg EQ","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlProp","Personal Property - Debris Removal Additional Insurance","38.F.4 Prsnl Prop","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlPropBasicGroupICoverage","Personal Property - Debris Removal Additional Insurance COL BGI","38.F.4 Prsnl Prop BGI","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlPropBasicGroupIICoverage","Personal Property - Debris Removal Additional Insurance COL BGII","38.F.4 Prsnl Prop BGII","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlPropBroadCoverage","Personal Property - Debris Removal Additional Insurance COL Broad","38.F.4 Prsnl Prop Broad","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlPropEarthquakeCoverage","Personal Property - Debris Removal Additional Insurance COL EQ","38.F.4 Prsnl Prop EQ","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsurancePrsnlPropSpecialCoverage","Personal Property - Debris Removal Additional Insurance COL Special","38.F.4 Prsnl Prop Sp","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClass","Special Class - Debris Removal","38.F SpCl","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClassBasicGroupICoverage","Special Class - Debris Removal COL BGI","38.F SpCl BGI","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClassBasicGroupIICoverage","Special Class - Debris Removal COL BGII","38.F SpCl BGII","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClassBroadCoverage","Special Class - Debris Removal COL Broad","38.F SpCl Broad","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClassEarthquakeCoverage","Special Class - Debris Removal COL EQ","38.F SpCl EQ","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialClassSpecialCoverage","Special Class - Debris Removal COL Special","38.F SpCl Sp","A"
"CW","CommercialPropertyDebrisRemovalAdditionalInsuranceSpecialCoverage","Building - Debris Removal COL Special","38.F Bldg Sp","A"
"CW","CommercialPropertyDeductiblesByLocationBldg","Building - Deductibles By Location","33.D Bldg","A"
"CW","CommercialPropertyDeductiblesByLocationSpecialClass","Special Class - Deductibles By Location","33.D SpCl","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltd","Building - Discharge From Sewer Drain Or Sump Not Flood Related","38.Z Bldg","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdBusnIncome","Business Income - Discharge From Sewer Drain Or Sump Not Flood Related","38.Z BI","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdPrsnlProp","Personal Property - Discharge From Sewer Drain Or Sump Not Flood Related","38.Z PrsnlProp","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClass","Special Class - Discharge From Sewer Drain Or Sump Not Flood Related","38.Z SpCl","A"
"CW","CommercialPropertyDischargeFromSewerDrainOrSumpNotFloodReltdSpclClassBusnIncome","Special Class Business Income - Discharge From Sewer Drain Or Sump Not Flood Related","38.Z SpCl BI","A"
"CW","CommercialPropertyDiscretionaryPayrollExpense","Business Income - Discretionary Payroll Expense Busn Income","51.L BI","A"
"CW","CommercialPropertyDiscretionaryPayrollExpenseDetail","Business Income - Discretionary Payroll Expense Busn Income Dtl","51.L BI Dtl","A"
"CW","CommercialPropertyDiscretionaryPayrollExpenseSpclClassBusnIncome","Special Class Business Income - Discretionary Payroll Expense","51.L SpCl BI","A"
"CW","CommercialPropertyDiscretionaryPayrollExpenseSpclClassBusnIncomeDetail","Special Class Business Income - Discretionary Payroll Expense Dtl","51.L SpCl BI Dtl","A"
"CW","CommercialPropertyDistilledSpiritsAndWinesMarketValue","Personal Property - Distilled Spirits And Wines Market Value Personal Property Only CP 99 05","38.B.3.b PrsnlProp","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","Building - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","75.B.1 CP1029 Bldg","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBusnIncome","Business Income - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","75.B.1 CP1029 BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductiblePrsnlProp","Personal Property - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","75.B.1 CP1029  PrsnlProp","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpclClassBusnIncome","Special Class Business Income -Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","75.B.1 CP1029 SpCl BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleSpecialClass","Special Class - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","75.B.1 CP1029 SpCl","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBldg","Building - Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","73.B.1 CP1028 Bldg","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBusnIncome","Business Income - Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","73.B.1 CP1028 BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductiblePrsnlProp","Personal Property - Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","73.B.1 CP1028  PrsnlProp","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleSpclClassBusnIncome","Special Class Business Income -Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","73.B.1 CP1028 SpCl BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleSpecialClass","Special Class - Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","73.B.1 CP1028 SpCl","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsement","Building - Earthquake And Volcanic Eruption Coverage With Percentage Deductible","73.B.1 CP1040 Bldg","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementBusnIncome","Business Income - Earthquake And Volcanic Eruption Coverage With Percentage Deductible","73.B.1 CP1040 BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementPrsnlProp","Personal Property - Earthquake And Volcanic Eruption Coverage With Percentage Deductible","73.B.1 CP1040  PrsnlProp","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpclClassBusnIncome","Special Class Business Income - Earthquake And Volcanic Eruption Coverage With Percentage Deductible","73.B.1 CP1040 SpCl BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSpecialClass","Special Class - Earthquake And Volcanic Eruption Coverage With Percentage Deductible","73.B.1 CP1040 SpCl","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","Building - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","75.B.1 CP1045 Bldg","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormBusnIncome","Business Income - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","75.B.1 CP1045 BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormPrsnlProp","Personal Property - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","75.B.1 CP1045  PrsnlProp","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpclClassBusnIncome","Special Class Business Income -Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","75.B.1 CP1045 SpCl BI","A"
"CW","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitFormSpecialClass","Special Class - Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","75.B.1 CP1045 SpCl","A"
"CW","CommercialPropertyEarthquakeInceptionExtension","Location - Earthquake Inception Extension","73.B.2 Location","A"
"CW","CommercialPropertyElectricalApparatus","Location - Electrical Apparatus CP 04 10","22 Location","A"
"CW","CommercialPropertyElectronicCommerce","Policy - Electronic Commerce","77.A Policy","A"
"CW","CommercialPropertyElectronicCommerceLossOfBusinessIncomeCov","Policy - Electronic Commerce Loss Of Business Income Cov","77.A.2 Policy","A"
"CW","CommercialPropertyElectronicCommerceLossOfDataCov","Policy - Electronic Commerce Loss Of Data Cov","77.A.1 Policy","A"
"CW","CommercialPropertyEQSubLimitBlanketRating","Policy - EQ SubLimit Blanket Rating","75.C.2 Policy","A"
"CW","CommercialPropertyEQSubLimitBlanketRatingDetail","Policy - EQ SubLimit Blanket Rating Detail","75.C.2 Policy Dtl","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldg","Building - Equipment Breakdown Cause Of Loss","78 Bldg","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgAmmoniaContaminationCov","Building - Equipment Breakdown Cause Of Loss Ammonia Contamination","78.D.3 Bldg","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgEBCov","Building - Equipment Breakdown Cause Of Loss Equipment Breakdown","78.D.1 Bldg","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBldgHazardousSubstanceOtherThanAmmoniaCov","Building - Equipment Breakdown Cause Of Loss OT Ammonia Contamination","78.D.4 Bldg","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBusnInc","Business Income - Equipment Breakdown Cause Of Loss","78 BI","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBusnIncCoverage","Business Income - Equipment Breakdown Cause Of Loss Cov","78.C.2 BI","A"
"CW","CommercialPropertyEquipmentBreakdownCauseOfLossBusnIncWaitingPeriodCoverage","Business Income - Equipment Breakdown Cause Of Loss Waiting Period","78.D.2 BI","A"
"CW","CommercialPropertyExclCertfdActsOfTerrsmInvolvingNuclearBiologicalChmclTerrsmCapOnCovdCertfdActsLosses","Policy - Terrorism IL 09 86","TER IL 09 86","A"
"CW","CommercialPropertyExclCertfdActsTerrsmCovFireLosses","Policy - Terrorism IL 09 53","TER IL 09 53","A"
"CW","CommercialPropertyExclOfTerrsmInvolvingNuclearBiologicalOrChemicalTerrsmEndtIL0031","Policy - Terrorism IL 00 31","TER IL 00 31","A"
"CW","CommercialPropertyExclusionOfCertainComputerRelatedLosses","Policy - Exclusion Of Certain Computer Related Losses IL 09 35","A.2 Policy IL 09 35","A"
"CW","CommercialPropertyExclusionOfLossDueToByProductsOfProductionORProcessingOperationsFormBuilding","Building - Excl Of Loss Due To By-Prods Of Prodtn Or Proc Ops (Rentals)","26.A Bldg","A"
"CW","CommercialPropertyExclusionOfLossDueToByProductsOfProductionORProcessingOperationsFormSpecialClass","Special Class - Excl Of Loss Due To By-Prods Of Prodtn Or Proc Ops (Rentals)","26.A SpCl","A"
"CW","CommercialPropertyExclusionOfLossDueToVirusOrBacteriaEndorsement","Policy - Exclusion Of Loss Due To Virus Or Bacteria Endt CP 01 40","ExclLossDueToVirusBac Policy","A"
"CW","CommercialPropertyExclusionOfTerrorismEndorsementIL0030","Policy - Terrorism IL 00 30","TER IL 00 30","A"
"CW","CommercialPropertyExpandedLimitsOnLossPayment","Business Income - Expanded Limits On Loss Payment","53.A.2 BI","A"
"CW","CommercialPropertyExpandedLimitsOnLossPaymentSpclClassBusnIncome","Special Class Business Income - Expanded Limits On Loss Payment","53.A.3 SpCl BI","A"
"CW","CommercialPropertyExtraExpenseCoverageForm","Business Income - Extra Expense Coverage Form CP 00 50","52 BI","A"
"CW","CommercialPropertyExtraExpenseCoverageFormSpclClassBusnIncome","Special Class Business Income - Extra Expense Coverage Form","52 SpCl BI","A"
"CW","CommercialPropertyExtraExpenseFromDependentProperties","Business Income - Extra Expense From Dependent Properties","53.B BI","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetail","Business Income - Extra Expense From Dependent Properties Detail","53.B BI Dtl","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetailBasicGroupICoverage","Business Income - Extra Expense From Dependent Properties Detail COL BGI","53.B BI Dtl BGI","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetailBasicGroupIICoverage","Business Income - Extra Expense From Dependent Properties Detail COL BGII","53.B BI Dtl BGII","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetailBroadCoverage","Business Income - Extra Expense From Dependent Properties Detail COL Broad","53.B BI Dtl Broad","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetailEarthquakeCoverage","Business Income - Extra Expense From Dependent Properties Detail COL EQ","53.B BI Dtl EQ","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesDetailSpecialCoverage","Business Income - Extra Expense From Dependent Properties Detail COL Special","53.B BI Dtl Sp","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCov","Business Income - Extra Expense From Dependent Props Limited Intnl Cov","53.B.5 BI","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovDetail","Business Income - Extra Expense From Dependent Props Limited Intnl Cov Detail","53.B.5 BI Dtl","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncome","Special Class Business Income - Extra Expense From Dependent Props Limited Intnl Cov","51.B.6 SpCl BI EE","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesLimitedInternationalCovSpclClassBusnIncomeDetail","Special Class Business Income - Extra Expense From Dependent Props Limited Intnl Cov Detail","51.B.6 SpCl BI EE Dtl","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncome","Special Class Business Income - Extra Expense From Dependent Properties","53.B SpCl BI","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetail","Special Class Business Income - Extra Expense From Dependent Properties Detail","53.B SpCl BI Dtl","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetailBasicGroupICoverage","Special Class Business Income - Extra Expense From Dependent Properties Detail COL BGI","53.B SpCl BI Dtl BGI","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetailBasicGroupIICoverage","Special Class Business Income - Extra Expense From Dependent Properties Detail COL BGII","53.B SpCl BI Dtl BGII","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetailBroadCoverage","Special Class Business Income - Extra Expense From Dependent Properties Detail COL Broad","53.B SpCl BI Dtl Broad","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetailEarthquakeCoverage","Special Class Business Income - Extra Expense From Dependent Properties Detail COL EQ","53.B SpCl BI Dtl EQ","A"
"CW","CommercialPropertyExtraExpenseFromDependentPropertiesSpclClassBusnIncomeDetailSpecialCoverage","Special Class Business Income - Extra Expense From Dependent Properties Detail COL Special","53.B SpCl BI Dtl Sp","A"
"CW","CommercialPropertyFloodCovEndtBlanketRating","Policy - Flood Cov Endt Blanket Rating","76.C.4 Policy","A"
"CW","CommercialPropertyFloodCovEndtBlanketRatingDetail","Policy - Flood Cov Endt Blanket Rating Detail","76.C.4 Policy Dtl","A"
"CW","CommercialPropertyFloodCovEndtLocation","Location - Flood Cov Endt General Information","76 Location","A"
"CW","CommercialPropertyFloodCoverageEndorsement","Building - Flood Coverage Endorsement","76 Bldg","A"
"CW","CommercialPropertyFloodCoverageEndorsementBusnIncome","Business Income - Flood Coverage Endorsement","76 BI","A"
"CW","CommercialPropertyFloodCoverageEndorsementPrsnlProp","Personal Property - Flood Coverage Endorsement","76 PrsnlProp","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpclClassBusnIncome","Special Class Business Income - Flood Coverage Endorsement","76 SpCl BI","A"
"CW","CommercialPropertyFloodCoverageEndorsementSpecialClass","Special Class - Flood Coverage Endorsement","76 SpCl","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpense","Business Income - Food Contamination (Business Interruption and Extra Expense)","51.N BI","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseAddlAdvCov","Business Income - Food Contamination (Business Interruption and Extra Expense) Advertising","51.N.3.b BI","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseFoodOnlyCov","Business Income - Food Contamination (Business Interruption and Extra Expense) Food Only","51.N.3.a BI","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncome","Special Class Business Income - Food Contamination (Busn Interruption and EE)","51.N SpCl BI","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncomeAddlAdvCov","Special Class Business Income - Food Contamination (Busn Interruption and EE) Advertising","51.N.3.b SpCl BI","A"
"CW","CommercialPropertyFoodContaminationBusinessInterruptionAndExtraExpenseSpclClassBusnIncomeFoodOnlyCov","Special Class Business Income - Food Contamination (Busn Interruption and EE) Food Only","51.N.3.a SpCl BI","A"
"CW","CommercialPropertyFunctionalBuildingValuation","Building - Functional Valuation","38.R Bldg","A"
"CW","CommercialPropertyFunctionalBuildingValuationBasicGroupICoverage","Building - Functional Valuation COL BGI","38.R Bldg BGI","A"
"CW","CommercialPropertyFunctionalBuildingValuationBasicGroupIICoverage","Building - Functional Valuation COL BGII","38.R Bldg BGII","A"
"CW","CommercialPropertyFunctionalBuildingValuationBroadCoverage","Building - Functional Valuation COL Broad","38.R Bldg Broad","A"
"CW","CommercialPropertyFunctionalBuildingValuationEarthquakeCoverage","Building - Functional Valuation COL EQ","38.R Bldg EQ","A"
"CW","CommercialPropertyFunctionalBuildingValuationSpecialCoverage","Building - Functional Valuation COL Special","38.R Bldg Sp","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStock","Personal Property - Functional Valuation (other than Stock)","38.S PrsnlProp","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStockBasicGroupICoverage","Personal Property - Functional Valuation (other than Stock) COL BGI","38.S PrsnlProp BGI","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStockBasicGroupIICoverage","Personal Property - Functional Valuation (other than Stock) COL BGII","38.S PrsnlProp BGII","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStockBroadCoverage","Personal Property - Functional Valuation (other than Stock) COL Broad","38.S PrsnlProp Broad","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStockEarthquakeCoverage","Personal Property - Functional Valuation (other than Stock) COL EQ","38.S PrsnlProp EQ","A"
"CW","CommercialPropertyFunctionalPersonalPropertyValuationOtherThanStockSpecialCoverage","Personal Property - Functional Valuation (other than Stock) COL Special","38.S PrsnlProp Sp","A"
"CW","CommercialPropertyGrainPropertiesExplosionLimitation","Building - Grain Properties - Explosion Limitation CP 10 51","70.B.2 Bldg","A"
"CW","CommercialPropertyHigherLimits","Policy - Higher Limits","27.A Policy","A"
"CW","CommercialPropertyHigherLimitsLocation","Location - Higher Limits","27.A Location","A"
"CW","CommercialPropertyHigherLimitsOccupClass","Occupancy - Higher Limits","27.A Occup","A"
"CW","CommercialPropertyHigherLimitsPersonalProperty","Personal Property - Higher Limits","27.A PrsnlProp","A"
"CW","CommercialPropertyHigherLimitsStructure","Building - Higher Limits","27.A Bldg","A"
"CW","CommercialPropertyHouseholdPersonalPropertyCoverage","Personal Property - Household Personal Property Coverage CP 99 92","31.C.8 PrsnlProp","A"
"CW","CommercialPropertyHouseholdPersonalPropertyCoverageDetail","Personal Property - Household Personal Property Coverage Detail","31.C.8 PrsnlProp Dtl","A"
"CW","CommercialPropertyIncreasedCostOfLossAndRelatedExpensesForGreenUpgradesEndtBldg","Building - Incrd Cost Of Loss And Reltd Expns For Green Upgrades","GreenUpgrd Bldg","A"
