"StateCode","OccupCategory","ClassCode","OccupancyGroup","GroupNumber"
"CW","Motels and Hotels","1213","All motel-hotel risks",10
"CW","Motels and Hotels","1220","All motel-hotel risks",10
"CW","Motels and Hotels","1230","All motel-hotel risks",10
"CW","Motels and Hotels","1251","All motel-hotel risks",10
"CW","Motels and Hotels","1252","All motel-hotel risks",10
"CW","Motels and Hotels","1300","All motel-hotel risks",10
"CW","Motels and Hotels","1400","All motel-hotel risks",10
"CW","Motels and Hotels","1450","All motel-hotel risks",10
"CW","Motels and Hotels","1501","All motel-hotel risks",10
"CW","Motels and Hotels","1502","All motel-hotel risks",10
"CW","Motels and Hotels","1550","All motel-hotel risks",10
"CW","Motels and Hotels","1610","All motel-hotel risks",10
"CW","Motels and Hotels","1650","All motel-hotel risks",10
"CW","Motels and Hotels","1700","All motel-hotel risks",10
"CW","Motels and Hotels","1751","All motel-hotel risks",10
"CW","Motels and Hotels","1752","All motel-hotel risks",10
"CW","Motels and Hotels","2000","All motel-hotel risks",10
"CW","Motels and Hotels","2059","All motel-hotel risks",10
"CW","Motels and Hotels","2150","All motel-hotel risks",10
"CW","Motels and Hotels","2200","All motel-hotel risks",10
"CW","Motels and Hotels","2250","All motel-hotel risks",10
"CW","Motels and Hotels","2300","All motel-hotel risks",10
"CW","Motels and Hotels","2350","All motel-hotel risks",10
"CW","Motels and Hotels","2400","All motel-hotel risks",10
"CW","Motels and Hotels","2459","All motel-hotel risks",10
"CW","Motels and Hotels","2550","All motel-hotel risks",10
"CW","Motels and Hotels","2600","All motel-hotel risks",10
"CW","Motels and Hotels","2750","All motel-hotel risks",10
"CW","Motels and Hotels","2800","All motel-hotel risks",10
"CW","Motels and Hotels","2805","All motel-hotel risks",10
"CW","Motels and Hotels","3009","All motel-hotel risks",10
"CW","Motels and Hotels","3409","All motel-hotel risks",10
"CW","Motels and Hotels","3809","All motel-hotel risks",10
"CW","Motels and Hotels","3959","All motel-hotel risks",10
"CW","Motels and Hotels","4400","All motel-hotel risks",10
"CW","Motels and Hotels","4450","All motel-hotel risks",10
"CW","Motels and Hotels","4809","All motel-hotel risks",10
"CW","Motels and Hotels","5000","All motel-hotel risks",10
"CW","Motels and Hotels","5050","All motel-hotel risks",10
"CW","Motels and Hotels","5100","All motel-hotel risks",10
"CW","Motels and Hotels","5500","All motel-hotel risks",10
"CW","Motels and Hotels","5759","All motel-hotel risks",10
"CW","Motels and Hotels","6009","All motel-hotel risks",10
"CW","Motels and Hotels","6210","All motel-hotel risks",10
"CW","Motels and Hotels","6250","All motel-hotel risks",10
"CW","Motels and Hotels","6810","All motel-hotel risks",10
"CW","Motels and Hotels","6850","All motel-hotel risks",10
"CW","Motels and Hotels","6900","All motel-hotel risks",10
"CW","Motels and Hotels","7300","All motel-hotel risks",10
"CW","Motels and Hotels","7350","All motel-hotel risks",10
"CW","Motels and Hotels","7409","All motel-hotel risks",10
"CW","Motels and Hotels","7500","All motel-hotel risks",10
"CW","Motels and Hotels","7600","All motel-hotel risks",10
"CW","Motels and Hotels","7700","All motel-hotel risks",10
"CW","Offices","0074","All office risks",11
"CW","Offices","0075","All office risks",11
"CW","Offices","0076","All office risks",11
"CW","Offices","0077","All office risks",11
"CW","Offices","0078","All office risks",11
"CW","Offices","0079","All office risks",11
"CW","Offices","0196","All office risks",11
"CW","Offices","0197","All office risks",11
"CW","Offices","0198","All office risks",11
"CW","Offices","0300","All office risks",11
"CW","Offices","0311","All office risks",11
"CW","Offices","0312","All office risks",11
"CW","Offices","0313","All office risks",11
"CW","Offices","0321","All office risks",11
"CW","Offices","0322","All office risks",11
"CW","Offices","0323","All office risks",11
"CW","Offices","0331","All office risks",11
"CW","Offices","0332","All office risks",11
"CW","Offices","0333","All office risks",11
"CW","Offices","0341","All office risks",11
"CW","Offices","0342","All office risks",11
"CW","Offices","0343","All office risks",11
"CW","Offices","0431","All office risks",11
"CW","Offices","0432","All office risks",11
"CW","Offices","0433","All office risks",11
"CW","Offices","0434","All office risks",11
"CW","Offices","0511","All office risks",11
"CW","Offices","0512","All office risks",11
"CW","Offices","0520","All office risks",11
"CW","Offices","0531","All office risks",11
"CW","Offices","0532","All office risks",11
"CW","Offices","0533","All office risks",11
"CW","Offices","0534","All office risks",11
"CW","Offices","0541","All office risks",11
"CW","Offices","0542","All office risks",11
"CW","Offices","0545","All office risks",11
"CW","Offices","0550","All office risks",11
"CW","Offices","0561","All office risks",11
"CW","Offices","0562","All office risks",11
"CW","Offices","0563","All office risks",11
"CW","Offices","0564","All office risks",11
"CW","Offices","0565","All office risks",11
"CW","Offices","0566","All office risks",11
"CW","Offices","0567","All office risks",11
"CW","Offices","0570","All office risks",11
"CW","Offices","0580","All office risks",11
"CW","Offices","0581","All office risks",11
"CW","Offices","0582","All office risks",11
"CW","Offices","0701","All office risks",11
"CW","Offices","0702","All office risks",11
"CW","Offices","0742","All office risks",11
"CW","Offices","0743","All office risks",11
"CW","Offices","0744","All office risks",11
"CW","Offices","0745","All office risks",11
"CW","Offices","0746","All office risks",11
"CW","Offices","0747","All office risks",11
"CW","Offices","0755","All office risks",11
"CW","Offices","0756","All office risks",11
"CW","Offices","0757","All office risks",11
"CW","Offices","0831","All office risks",11
"CW","Offices","0832","All office risks",11
"CW","Offices","0833","All office risks",11
"CW","Offices","0834","All office risks",11
"CW","Offices","0841","All office risks",11
"CW","Offices","0843","All office risks",11
"CW","Offices","0844","All office risks",11
"CW","Offices","0845","All office risks",11
"CW","Offices","0846","All office risks",11
"CW","Offices","0851","All office risks",11
"CW","Offices","0852","All office risks",11
"CW","Offices","0900","All office risks",11
"CW","Offices","0911","All office risks",11
"CW","Offices","0912","All office risks",11
"CW","Offices","0913","All office risks",11
"CW","Offices","0921","All office risks",11
"CW","Offices","0922","All office risks",11
"CW","Offices","0923","All office risks",11
"CW","Offices","0931","All office risks",11
"CW","Offices","0932","All office risks",11
"CW","Offices","0933","All office risks",11
"CW","Offices","0934","All office risks",11
"CW","Offices","0940","All office risks",11
"CW","Offices","0951","All office risks",11
"CW","Offices","0952","All office risks",11
"CW","Offices","1000","All office risks",11
"CW","Offices","1051","All office risks",11
"CW","Offices","1052","All office risks",11
"CW","Offices","1070","All office risks",11
"CW","Offices","1150","All office risks",11
"CW","Offices","1211","All office risks",11
"CW","Offices","1212","All office risks",11
"CW","Offices","1213","All office risks",11
"CW","Offices","1220","All office risks",11
"CW","Offices","1230","All office risks",11
"CW","Offices","1251","All office risks",11
"CW","Offices","1252","All office risks",11
"CW","Offices","1300","All office risks",11
"CW","Offices","1400","All office risks",11
"CW","Offices","1450","All office risks",11
"CW","Offices","1501","All office risks",11
"CW","Offices","1502","All office risks",11
"CW","Offices","1550","All office risks",11
"CW","Offices","1610","All office risks",11
"CW","Offices","1650","All office risks",11
"CW","Offices","1700","All office risks",11
"CW","Offices","1751","All office risks",11
"CW","Offices","1752","All office risks",11
"CW","Offices","2000","All office risks",11
"CW","Offices","2059","All office risks",11
"CW","Offices","2150","All office risks",11
"CW","Offices","2200","All office risks",11
"CW","Offices","2250","All office risks",11
"CW","Offices","2300","All office risks",11
"CW","Offices","2350","All office risks",11
"CW","Offices","2400","All office risks",11
"CW","Offices","2459","All office risks",11
"CW","Offices","2550","All office risks",11
"CW","Offices","2600","All office risks",11
"CW","Offices","2750","All office risks",11
"CW","Offices","2800","All office risks",11
"CW","Offices","2805","All office risks",11
"CW","Offices","3009","All office risks",11
"CW","Offices","3409","All office risks",11
"CW","Offices","3809","All office risks",11
"CW","Offices","3959","All office risks",11
"CW","Offices","4400","All office risks",11
"CW","Offices","4450","All office risks",11
"CW","Offices","4809","All office risks",11
"CW","Offices","5000","All office risks",11
"CW","Offices","5050","All office risks",11
"CW","Offices","5100","All office risks",11
"CW","Offices","5500","All office risks",11
"CW","Offices","5759","All office risks",11
"CW","Offices","6009","All office risks",11
"CW","Offices","6210","All office risks",11
"CW","Offices","6250","All office risks",11
"CW","Offices","6810","All office risks",11
"CW","Offices","6850","All office risks",11
"CW","Offices","6900","All office risks",11
"CW","Offices","7300","All office risks",11
"CW","Offices","7350","All office risks",11
"CW","Offices","7409","All office risks",11
"CW","Offices","7500","All office risks",11
"CW","Offices","7600","All office risks",11
"CW","Offices","7700","All office risks",11
"CW","Apartments","0074","All apartments",1
"CW","Apartments","0075","All apartments",1
"CW","Apartments","0076","All apartments",1
"CW","Apartments","0077","All apartments",1
"CW","Apartments","0078","All apartments",1
"CW","Apartments","0079","All apartments",1
"CW","Apartments","0196","All apartments",1
"CW","Apartments","0197","All apartments",1
"CW","Apartments","0198","All apartments",1
"CW","Apartments","0300","All apartments",1
"CW","Apartments","0311","All apartments",1
"CW","Apartments","0312","All apartments",1
"CW","Apartments","0313","All apartments",1
"CW","Apartments","0321","All apartments",1
"CW","Apartments","0322","All apartments",1
"CW","Apartments","0323","All apartments",1
"CW","Apartments","0331","All apartments",1
"CW","Apartments","0332","All apartments",1
"CW","Apartments","0333","All apartments",1
"CW","Apartments","0341","All apartments",1
"CW","Apartments","0342","All apartments",1
"CW","Apartments","0343","All apartments",1
"CW","Apartments","0431","All apartments",1
"CW","Apartments","0432","All apartments",1
"CW","Apartments","0433","All apartments",1
"CW","Apartments","0434","All apartments",1
"CW","Apartments","0511","All apartments",1
"CW","Apartments","0512","All apartments",1
"CW","Apartments","0520","All apartments",1
"CW","Apartments","0531","All apartments",1
"CW","Apartments","0532","All apartments",1
"CW","Apartments","0533","All apartments",1
"CW","Apartments","0534","All apartments",1
"CW","Apartments","0541","All apartments",1
"CW","Apartments","0542","All apartments",1
"CW","Apartments","0545","All apartments",1
"CW","Apartments","0550","All apartments",1
"CW","Apartments","0561","All apartments",1
"CW","Apartments","0562","All apartments",1
"CW","Apartments","0563","All apartments",1
"CW","Apartments","0564","All apartments",1
"CW","Apartments","0565","All apartments",1
"CW","Apartments","0566","All apartments",1
"CW","Apartments","0567","All apartments",1
"CW","Apartments","0570","All apartments",1
"CW","Apartments","0580","All apartments",1
"CW","Apartments","0581","All apartments",1
"CW","Apartments","0582","All apartments",1
"CW","Apartments","0701","All apartments",1
"CW","Apartments","0702","All apartments",1
"CW","Apartments","0742","All apartments",1
"CW","Apartments","0743","All apartments",1
"CW","Apartments","0744","All apartments",1
"CW","Apartments","0745","All apartments",1
"CW","Apartments","0746","All apartments",1
"CW","Apartments","0747","All apartments",1
"CW","Apartments","0755","All apartments",1
"CW","Apartments","0756","All apartments",1
"CW","Apartments","0757","All apartments",1
"CW","Apartments","0831","All apartments",1
"CW","Apartments","0832","All apartments",1
"CW","Apartments","0833","All apartments",1
"CW","Apartments","0834","All apartments",1
"CW","Apartments","0841","All apartments",1
"CW","Apartments","0843","All apartments",1
"CW","Apartments","0844","All apartments",1
"CW","Apartments","0845","All apartments",1
"CW","Apartments","0846","All apartments",1
"CW","Apartments","0851","All apartments",1
"CW","Apartments","0852","All apartments",1
"CW","Apartments","0900","All apartments",1
"CW","Apartments","0911","All apartments",1
"CW","Apartments","0912","All apartments",1
"CW","Apartments","0913","All apartments",1
"CW","Apartments","0921","All apartments",1
"CW","Apartments","0922","All apartments",1
"CW","Apartments","0923","All apartments",1
"CW","Apartments","0931","All apartments",1
"CW","Apartments","0932","All apartments",1
"CW","Apartments","0933","All apartments",1
"CW","Apartments","0934","All apartments",1
"CW","Apartments","0940","All apartments",1
"CW","Apartments","0951","All apartments",1
"CW","Apartments","0952","All apartments",1
"CW","Apartments","1000","All apartments",1
"CW","Apartments","1051","All apartments",1
"CW","Apartments","1052","All apartments",1
"CW","Apartments","1070","All apartments",1
"CW","Apartments","1150","All apartments",1
"CW","Apartments","1211","All apartments",1
"CW","Apartments","1212","All apartments",1
"CW","Apartments","1213","All apartments",1
"CW","Apartments","1220","All apartments",1
"CW","Apartments","1230","All apartments",1
"CW","Apartments","1251","All apartments",1
"CW","Apartments","1252","All apartments",1
"CW","Apartments","1300","All apartments",1
"CW","Apartments","1400","All apartments",1
"CW","Apartments","1450","All apartments",1
"CW","Apartments","1501","All apartments",1
"CW","Apartments","1502","All apartments",1
"CW","Apartments","1550","All apartments",1
"CW","Apartments","1610","All apartments",1
"CW","Apartments","1650","All apartments",1
"CW","Apartments","1700","All apartments",1
"CW","Apartments","1751","All apartments",1
"CW","Apartments","1752","All apartments",1
"CW","Apartments","2000","All apartments",1
"CW","Apartments","2059","All apartments",1
"CW","Apartments","2150","All apartments",1
"CW","Apartments","2200","All apartments",1
"CW","Apartments","2250","All apartments",1
"CW","Apartments","2300","All apartments",1
"CW","Apartments","2350","All apartments",1
"CW","Apartments","2400","All apartments",1
"CW","Apartments","2459","All apartments",1
"CW","Apartments","2550","All apartments",1
"CW","Apartments","2600","All apartments",1
"CW","Apartments","2750","All apartments",1
"CW","Apartments","2800","All apartments",1
"CW","Apartments","2805","All apartments",1
"CW","Apartments","3009","All apartments",1
"CW","Apartments","3409","All apartments",1
"CW","Apartments","3809","All apartments",1
"CW","Apartments","3959","All apartments",1
"CW","Apartments","4400","All apartments",1
"CW","Apartments","4450","All apartments",1
"CW","Apartments","4809","All apartments",1
"CW","Apartments","5000","All apartments",1
"CW","Apartments","5050","All apartments",1
"CW","Apartments","5100","All apartments",1
"CW","Apartments","5500","All apartments",1
"CW","Apartments","5759","All apartments",1
"CW","Apartments","6009","All apartments",1
"CW","Apartments","6210","All apartments",1
"CW","Apartments","6250","All apartments",1
"CW","Apartments","6810","All apartments",1
"CW","Apartments","6850","All apartments",1
"CW","Apartments","6900","All apartments",1
"CW","Apartments","7300","All apartments",1
"CW","Apartments","7350","All apartments",1
"CW","Apartments","7409","All apartments",1
"CW","Apartments","7500","All apartments",1
"CW","Apartments","7600","All apartments",1
"CW","Apartments","7700","All apartments",1
"CW","Service","0074","All other service risks",15
"CW","Service","0075","All other service risks",15
"CW","Service","0076","All other service risks",15
"CW","Service","0077","All other service risks",15
"CW","Service","0078","All other service risks",15
"CW","Service","0079","All other service risks",15
"CW","Service","0196","All other service risks",15
"CW","Service","0197","All other service risks",15
"CW","Service","0198","All other service risks",15
"CW","Service","0300","All other service risks",15
"CW","Service","0311","All other service risks",15
"CW","Service","0312","All other service risks",15
"CW","Service","0313","All other service risks",15
"CW","Service","0321","All other service risks",15
"CW","Service","0322","All other service risks",15
"CW","Service","0323","All other service risks",15
"CW","Service","0331","All other service risks",15
"CW","Service","0332","All other service risks",15
"CW","Service","0333","All other service risks",15
"CW","Service","0341","All other service risks",15
"CW","Service","0342","All other service risks",15
"CW","Service","0343","All other service risks",15
"CW","Service","0431","All other service risks",15
"CW","Service","0432","All other service risks",15
"CW","Service","0433","All other service risks",15
"CW","Service","0434","All other service risks",15
"CW","Service","0511","All other service risks",15
"CW","Service","0512","All other service risks",15
"CW","Service","0520","All other service risks",15
"CW","Service","0531","All other service risks",15
"CW","Service","0532","All other service risks",15
"CW","Service","0533","All other service risks",15
"CW","Service","0534","All other service risks",15
"CW","Service","0541","All other service risks",15
"CW","Service","0542","All other service risks",15
"CW","Service","0545","All other service risks",15
"CW","Service","0550","All other service risks",15
"CW","Service","0561","All other service risks",15
"CW","Service","0562","All other service risks",15
"CW","Service","0563","All other service risks",15
"CW","Service","0564","All other service risks",15
"CW","Service","0565","All other service risks",15
"CW","Service","0566","All other service risks",15
"CW","Service","0567","All other service risks",15
"CW","Service","0570","All other service risks",15
"CW","Service","0580","All other service risks",15
"CW","Service","0581","All other service risks",15
"CW","Service","0582","All other service risks",15
"CW","Service","0701","All other service risks",15
"CW","Service","0702","Computer Data Processing - Operations",12
"CW","Service","0742","All other service risks",15
"CW","Service","0743","All other service risks",15
"CW","Service","0744","All other service risks",15
"CW","Service","0745","All other service risks",15
"CW","Service","0746","All other service risks",15
"CW","Service","0747","All other service risks",15
"CW","Service","0755","All other service risks",15
"CW","Service","0756","All other service risks",15
"CW","Service","0757","All other service risks",15
"CW","Service","0831","All other service risks",15
"CW","Service","0832","All other service risks",15
"CW","Service","0833","All other service risks",15
"CW","Service","0834","All other service risks",15
"CW","Service","0841","All other service risks",15
"CW","Service","0843","All other service risks",15
"CW","Service","0844","All other service risks",15
"CW","Service","0845","All other service risks",15
"CW","Service","0846","All other service risks",15
"CW","Service","0851","All other service risks",15
"CW","Service","0852","All other service risks",15
"CW","Service","0900","All other service risks",15
"CW","Service","0911","Laundries and Dry Cleaning Plants (excluding Receiving Stations)",13
"CW","Service","0912","Laundries and Dry Cleaning Plants (excluding Receiving Stations)",13
"CW","Service","0913","Laundry and Dry Cleaning Stores (excluding Receiving Stations)",13
"CW","Service","0921","All other service risks",15
"CW","Service","0922","Computer Service or Repair",12
"CW","Service","0923","All other service risks",15
"CW","Service","0931","All other service risks",15
"CW","Service","0932","All other service risks",15
"CW","Service","0933","All other service risks",15
"CW","Service","0934","All other service risks",15
"CW","Service","0940","All other service risks",15
"CW","Service","0951","All other service risks",15
"CW","Service","0952","All other service risks",15
"CW","Service","1000","All other service risks",15
"CW","Service","1051","All other service risks",15
"CW","Service","1052","All other service risks",15
"CW","Service","1070","All other service risks",15
"CW","Service","1150","All other service risks",15
"CW","Service","1211","All other service risks",15
"CW","Service","1212","All other service risks",15
"CW","Service","1213","All other service risks",15
"CW","Service","1220","All other service risks",15
"CW","Service","1230","All other service risks",15
"CW","Service","1251","All other service risks",15
"CW","Service","1252","All other service risks",15
"CW","Service","1300","All other service risks",15
"CW","Service","1400","All other service risks",15
"CW","Service","1450","All other service risks",15
"CW","Service","1501","All other service risks",15
"CW","Service","1502","All other service risks",15
"CW","Service","1550","All other service risks",15
"CW","Service","1610","All other service risks",15
"CW","Service","1650","All other service risks",15
"CW","Service","1700","All other service risks",15
"CW","Service","1751","All other service risks",15
"CW","Service","1752","All other service risks",15
"CW","Service","2000","All other service risks",15
"CW","Service","2059","All other service risks",15
"CW","Service","2150","All other service risks",15
"CW","Service","2200","All other service risks",15
"CW","Service","2250","All other service risks",15
"CW","Service","2300","All other service risks",15
"CW","Service","2350","All other service risks",15
"CW","Service","2400","All other service risks",15
"CW","Service","2459","All other service risks",15
"CW","Service","2550","All other service risks",15
"CW","Service","2600","All other service risks",15
"CW","Service","2750","All other service risks",15
"CW","Service","2800","All other service risks",15
"CW","Service","2805","All other service risks",15
"CW","Service","3009","All other service risks",15
"CW","Service","3409","All other service risks",15
"CW","Service","3809","All other service risks",15
"CW","Service","3959","All other service risks",15
"CW","Service","4400","All other service risks",15
"CW","Service","4450","All other service risks",15
"CW","Service","4809","All other service risks",15
"CW","Service","5000","All other service risks",15
"CW","Service","5050","All other service risks",15
"CW","Service","5100","All other service risks",15
"CW","Service","5500","All other service risks",15
"CW","Service","5759","All other service risks",15
"CW","Service","6009","All other service risks",15
"CW","Service","6210","All other service risks",15
"CW","Service","6250","All other service risks",15
"CW","Service","6810","All other service risks",15
"CW","Service","6850","All other service risks",15
"CW","Service","6900","All other service risks",15
"CW","Service","7300","All other service risks",15
"CW","Service","7350","Electric Generating Stations - Public Utilities",14
"CW","Service","7409","All other service risks",15
"CW","Service","7500","All other service risks",15
"CW","Service","7600","All other service risks",15
"CW","Service","7700","All other service risks",15
