"StateCode","Page","TableName","ColumnName","DomainTableName","RelatedField","RelatedXPath","Status"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","IncludedInBlkt","IncludedInBlktBusnIncome","","../../../../../../@BlktRated","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","BlktIDNum","BlktIDNum","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQCovIndicator","EQCovIndicatorBusnIncome","","../../../../../../@EQSubLimitBlktIndicator","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQCovIndicator","EQCovIndicatorBusnIncome","","../../../../@EQCauseOfLossForm","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQCovIndicator","EQCovIndicatorBusnIncome","","../../../../../../@BlktRated","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQCovIndicator","EQCovIndicatorBusnIncome","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQCauseOfLossCovBlktIDNum","EQCauseOfLossCovBlktIDNum","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Limit","LimitRange","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Limit","LimitRange","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","FullBusnIncomeValue","FullValueRange","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","FullBusnIncomeValue","FullValueRange","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyBusnIncome","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyBusnIncome","","../../@SprinklerSystem","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CauseOfLoss","CauseOfLossBusnIncome","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CauseOfLoss","CauseOfLossBusnIncome","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","TypeOfRisk","TypeOfRisk","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","TypeOfRisk","TypeOfRisk","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CombinedTypeOfRiskManufacturingPct","CombinedTypeOfRiskManufacturingPct","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CombinedTypeOfRiskMercantilePct","CombinedTypeOfRiskMercantilePct","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CombinedTypeOfRiskRentalPct","CombinedTypeOfRiskRentalPct","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","CombinedTypeOfRiskEducationalPct","CombinedTypeOfRiskEducationalPct","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MaxPeriod","MaxPeriod","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MaxPeriod","MaxPeriod","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MaxPeriod","MaxPeriod","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MaxPeriod","MaxPeriod","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MonthlyLimitOfIndemnity","MonthlyLimitOfIndemnity","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MonthlyLimitOfIndemnity","MonthlyLimitOfIndemnity","MaxPeriod","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MonthlyLimitOfIndemnity","MonthlyLimitOfIndemnity","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","MonthlyLimitOfIndemnity","MonthlyLimitOfIndemnity","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","ExtendedPeriod","ExtendedPeriod","MonthlyLimitOfIndemnity","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","ExtendedPeriod","ExtendedPeriod","MaxPeriod","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","ExtendedPeriod","ExtendedPeriod","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","ExtendedPeriodApplies","ExtendedPeriodApplies","ExtendedPeriod","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","AgreedValueOption","AgreedValueBusnIncome","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","AgreedValueOption","AgreedValueBusnIncome","MonthlyLimitOfIndemnity","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","AgreedValueOption","AgreedValueBusnIncome","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","AgreedValueOption","AgreedValueBusnIncome","MaxPeriod","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","AgreedValueOption","AgreedValueBusnIncome","IncludedInBlkt","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Coinsurance","CoinsuranceBusnIncome","EQCovIndicator","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Coinsurance","CoinsuranceBusnIncome","AgreedValueOption","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Coinsurance","CoinsuranceBusnIncome","CauseOfLoss","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Coinsurance","CoinsuranceBusnIncome","TypeOfRisk","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","Coinsurance","CoinsuranceBusnIncome","ExtendedPeriodApplies","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","ExtraExpenseLimitOnLossPayment","ExtraExpnLimitOnLossPymts","CovType","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","FungusWetRotDryRotBacteriaCovIncrdPeriodRestorationIndicator","FungusWetRotDryRotBacteriaBusnIncome","","../../../../../../@FungusWetRotDryRotBacteriaCov","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","FungusWetRotDryRotBacteriaCovIncrdPeriodRestorationIndicator","FungusWetRotDryRotBacteriaBusnIncome","FungusWetRotDryRotBacteriaIncrdPeriodRestoration","","A"
"CW","Business Income Detail","CommercialPropertyBusinessIncome","WatercraftExclBuybackConstrctnOption","WatercraftExclBuybackConstrctnOptionTimeElement","WaterfrontProperty","","A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","IncludingMasonryVeneerOption","","A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible)","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageSubLimitFormWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","","../../@EQClass","A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","","../../@EQClass","A"
"CW","Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible","CommercialPropertyEarthquakeAndVolcanicEruptionCoverageWithFlatDollarDeductibleBldg","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","IncludingMasonryVeneerOption","","A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsement","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","IncludingMasonryVeneerOption","","A"
"CW","Earthquake And Volcanic Eruption Coverage With Percentage Deductible","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsement","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","","../../@EQClass","A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","","../../@EQClass","A"
"CW","Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Percentage Deductible)","CommercialPropertyEarthquakeAndVolcanicEruptionEndorsementSubLimitForm","PctOfTotalExteriorWallsFaced","PercentOfTotalExteriorWallsFaced","IncludingMasonryVeneerOption","","A"
"CW","Equipment Breakdown Cause Of Loss","CommercialPropertyEquipmentBreakdownCauseOfLossBldg","OccupancyGroup","OccupancyGroup","","../../@ClassCode","A"
"CW","Equipment Breakdown Cause Of Loss","CommercialPropertyEquipmentBreakdownCauseOfLossBldg","OccupancyGroup","OccupancyGroup","OccupancyCategory","","A"
"CW","Flood Coverage Endorsement","CommercialPropertyFloodCoverageEndorsement","IncludedInBlkt","IncludedInBlkt","","../../../../../../@FloodCovEndtBlktIndicator","A"
"CW","Flood Coverage Endorsement","CommercialPropertyFloodCoverageEndorsement","BlanketIDNum","BlktIDNum","IncludedInBlkt","","A"
"CW","Legal Liability Coverage Form","CommercialPropertyLegalLiabilityCoverageForm","AddlInsurableIntOption","AddlInsurableIntOption","AddlInsurableInt","","A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","EQDeductible","EarthquakeDeductibleBuilding","","../../../../../../@EQCauseOfLossForm","A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoverageDetail","EQDeductible","EarthquakeDeductibleBuilding","","../../../../@EQClass","A"
"CW","Legal Liability Coverage Form","CommercialPropertyLegalLiabilityCoverageFormOccupClass","AddlInsurableIntOption","AddlInsurableIntOption","AddlInsurableInt","","A"
"CW","Alcoholic Beverages Tax Exclusion","CommercialPropertyAlcoholicBeveragesTaxExclusion","Limit","LimitAlcoholicBeveragesTaxExcl","","../../@CauseOfLossToUse","A"
"CW","Alcoholic Beverages Tax Exclusion","CommercialPropertyAlcoholicBeveragesTaxExclusion","Limit","LimitAlcoholicBeveragesTaxExcl","","../../@SpecialTheftExclusionIndicator","A"
"CW","Business Personal Property Limited International Coverage","CommercialPropertyBusnPrsnlPropLimitedInternationalCov","TimeLimitation","TimeLimitation","TripType","","A"
"CW","Flood Coverage Endorsement","CommercialPropertyFloodCoverageEndorsementPrsnlProp","IncludedInBlkt","IncludedInBlkt","","../../../../../../../../../../@FloodCovEndtBlktIndicator","A"
"CW","Flood Coverage Endorsement","CommercialPropertyFloodCoverageEndorsementPrsnlProp","BlanketIDNum","BlktIDNum","IncludedInBlkt","","A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","EQDeductible","EarthquakeDeductibleBuilding","","../../../../../../../../@EQClass","A"
"CW","Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage) Detail","CommercialPropertyLimitedCoverageForUnmannedAircraftScheduledAndOrBlanketCoveragePrsnlPropDetail","EQDeductible","EarthquakeDeductibleBuilding","","../../../../../../../../../../@EQCauseOfLossForm","A"
"CW","Peak Season Limit Of Insurance Detail","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","Limit","LimitPrsnlProp","","../../../../@EQCovIndicator","A"
"CW","Peak Season Limit Of Insurance Detail","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","Limit","LimitPrsnlProp","","../../../../@IncludedInBlkt","A"
"CW","Peak Season Limit Of Insurance Detail","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","FullValue","FullValueRange","","../../../../@IncludedInBlkt","A"
"CW","Peak Season Limit Of Insurance Detail","CommercialPropertyPeakSeasonLimitOfInsuranceDetail","FullValue","FullValueRange","","../../../../@EQCovIndicator","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContaminationPrsnlProp","TypeOfCov","RadioactiveContaminationTypeOfCov","","../../@CauseOfLoss","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContaminationPrsnlProp","TypeOfCov","RadioactiveContaminationTypeOfCov","","../../@BlktCauseOfLossValue","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContaminationPrsnlProp","Limit","LimitRadioactiveContaminationNonBldg","","../../@IncludedInBlkt","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContaminationPrsnlProp","Limit","LimitRadioactiveContaminationNonBldg","","../../@BlktRadioactiveContaminationValue","A"
"CW","Spoilage Coverage","CommercialPropertySpoilageCoverage","Class","SpoilageClassification","Description","","A"
"CW","Spoilage Coverage","CommercialPropertySpoilageCoverage","RefrigerationMaintenanceAgreement","RefrigerationMaintenanceAgreement","SpoilageCauseOfLoss","","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../../../../../../../../../@PolicyType","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../@CauseOfLoss","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../@BlktCauseOfLossValue","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamagePrsnlPropDetail","EQCovIndicator","EQCoverageUtilityService","","../../../../@EQCovIndicator","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","YardPropertyIndicator","YardPropertyIndicator","","../../../../@ClassCode","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CovType","CovTypePrsnlProp","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CovType","CovTypePrsnlProp","","../../../../../../../../@PolicyType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","SpecificGroupIRate","SpecificBasicGroupIRatePrsnlProp","","../../../../@RatingType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","IncludedInBlkt","IncludedInBlktPrsnlProp","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","IncludedInBlkt","IncludedInBlktPrsnlProp","CovType","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","IncludedInBlkt","IncludedInBlktPrsnlProp","","../../../../../../../../@BlktRated","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","BlktIDNum","BlktIDNumPrsnlProp","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCovIndicator","EQCovIndicatorPrsnlProp","","../../../../../../../../@BlktRated","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCovIndicator","EQCovIndicatorPrsnlProp","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCovIndicator","EQCovIndicatorPrsnlProp","","../../../../@EQCauseOfLossForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCovIndicator","EQCovIndicatorPrsnlProp","","../../../../../../../../@EQSubLimitBlktIndicator","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCauseOfLossCovBlktIDNum","EQCauseOfLossCovBlktIDNumBldg","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Limit","LimitPersonalProperty","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Limit","LimitPersonalProperty","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Limit","LimitPersonalProperty","CovType","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","FullPrsnlPropValue","FullValuePersonalProperty","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","FullPrsnlPropValue","FullValuePersonalProperty","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","FullPrsnlPropValue","FullValuePersonalProperty","","../../../../../../@FloodCovIndicator","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyPersProp","","../../@SprinklerSystem","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQSprinklerLeakageOnly","EQSprinklerLeakageOnlyPersProp","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQGrade","EQGradePrsnlProp","EQSprinklerLeakageOnly","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CauseOfLoss","PersonalPropertyCauseOfLoss","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CauseOfLoss","PersonalPropertyCauseOfLoss","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CauseOfLoss","PersonalPropertyCauseOfLoss","","../../../../../../../../@PolicyType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","CommercialPropertyPersonalPropertySpecialCOLJewelryWatchesPearlsBullionGoldSilverPlatinumAndOtherPreciousMetals.Limit","LimitsforPreciousMetals","CommercialPropertyPersonalPropertySpecialCOLJewelryWatchesPearlsBullionGoldSilverPlatinumAndOtherPreciousMetals.ValueIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","ValuationType","ValuationTypePrsnlProp","","../../../../../../../../@PolicyType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","ValuationType","ValuationTypePrsnlProp","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","ValuationType","ValuationTypePrsnlProp","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","ValuationType","ValuationTypePrsnlProp","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","ValuationType","ValuationTypePrsnlProp","CovType","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","AgreedValueOption","AgreedValueBldg","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","AgreedValueOption","AgreedValueBldg","ValuationType","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","AgreedValueOption","AgreedValueBldg","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","AgreedValueOption","AgreedValueBldg","","../../../../../../../../@PolicyType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","","../../@CovForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","ValuationType","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","CauseOfLoss","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","","../../../../../../../../@PolicyType","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","AgreedValueOption","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","Coinsurance","CoinsurancePrsnlProp","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCoinsurance","EQCoinsurance","Coinsurance","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCoinsurance","EQCoinsurance","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","EQCoinsurance","EQCoinsurance","","../../../../../../@EQCauseOfLossForm","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","InflationGuard","InflationGuardPct","EQCovIndicator","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","InflationGuard","InflationGuardPct","IncludedInBlkt","","A"
"CW","Personal Property Detail","CommercialPropertyPersonalProperty","InflationGuard","InflationGuardPct","","../../../../../../../../@PolicyType","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","ClassCode","ClassCodeOccupClass","","../../@RatingType","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","ClassDesc","ClassDesc","ClassCode","","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","ClassDesc","ClassDesc","","../../@RatingType","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","CovForm","CovForm","","../../../../../../@PolicyType","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","CovForm","CovForm","","../../@RatingType","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","SprinklerSystem","SprinklerSystemOccupClass","CovForm","","A"
"CW","Occupancy Class Detail","CommercialPropertyOccupClass","SprinklerSystem","SprinklerSystemOccupClass","","../../@RatingType","A"
"CW","Ordinance Or Law Coverage","CommercialPropertyOrdinanceOrLawCoverage","CovBDemolitionLimit","OrdinanceOrLawCovB","CovType","","A"
"CW","Ordinance Or Law Coverage","CommercialPropertyOrdinanceOrLawCoverage","CovCIncreasedConstructionLimit","OrdinanceOrLawCovC","CovType","","A"
"CW","Ordinance Or Law Coverage","CommercialPropertyOrdinanceOrLawCoverage","CombinedBAndCDemolitionAndIncrdConstrctnLimit","OrdinanceOrLawCovBAndCCombined","CovType","","A"
"CW","Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy)","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBetterments","CovBDemolitionLimit","OrdinanceOrLawCovB","CovType","","A"
"CW","Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy)","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBetterments","CovCIncreasedConstructionLimit","OrdinanceOrLawCovC","CovType","","A"
"CW","Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy)","CommercialPropertyOrdinanceOrLawCoverageForTenantsInterestInImprovementsAndBetterments","CombinedBAndCDemolitionAndIncrdConstrctnLimit","OrdinanceOrLawCovBAndCCombined","CovType","","A"
"CW","Outdoor Trees, Shrubs And Plants","CommercialPropertyOutdoorTreesShrubsAndPlants","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../../../@PolicyType","A"
"CW","Outdoor Trees, Shrubs And Plants","CommercialPropertyOutdoorTreesShrubsAndPlants","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../@CauseOfLoss","A"
"CW","Outdoor Trees, Shrubs And Plants","CommercialPropertyOutdoorTreesShrubsAndPlants","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../@BlktCauseOfLossValue","A"
"CW","Outdoor Signs Detail","CommercialPropertyOutsideSignsDetail","EQCovIndicator","EQCauseofLossCoverageOptionalForms","","../../../../../../@EQCauseOfLossForm","A"
"CW","Outdoor Signs Detail","CommercialPropertyOutsideSignsDetail","CauseOfLoss","CauseOfLossByPolicyOptionalForms","","../../../../../../../../@PolicyType","A"
"CW","Outdoor Signs Detail","CommercialPropertyOutsideSignsDetail","Coinsurance","CoinsuranceForOptionalForms","CauseOfLoss","","A"
"CW","Pier And Wharf Additional Covered Causes Of Loss","CommercialPropertyPierAndWharfAdditionalCoveredCausesOfLossStruct","ConstructionOptionConverted","WatercraftExclBuybackConstrctnOptionsConverted","Construction","","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContamination","TypeOfCov","RadioactiveContaminationTypeOfCov","","../../@CauseOfLoss","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContamination","TypeOfCov","RadioactiveContaminationTypeOfCov","","../../@BlktCauseOfLossValue","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContamination","Limit","LimitRadioactiveContaminationBldg","","../../@BlktRadioactiveContaminationValue","A"
"CW","Radioactive Contamination","CommercialPropertyRadioactiveContamination","Limit","LimitRadioactiveContaminationBldg","","../../@IncludedInBlkt","A"
"CW","Radio Or Television Antennas Detail","CommercialPropertyRadioOrTelevisionAntennasDetail","EQCovIndicator","EQCauseofLossCoverageOptionalForms","","../../../../@EQCauseOfLossForm","A"
"CW","Radio Or Television Antennas Detail","CommercialPropertyRadioOrTelevisionAntennasDetail","CauseOfLoss","CauseOfLossByPolicyOptionalForms","","../../../../../../../../@PolicyType","A"
"CW","Radio Or Television Antennas Detail","CommercialPropertyRadioOrTelevisionAntennasDetail","Coinsurance","CoinsuranceForOptionalForms","CauseOfLoss","","A"
"CW","Scheduled Building Property Tenant's Policy","CommercialPropertyScheduledBuildingPropertyTenantsPolicy","CausesOfLoss","CauseOfLossByPolicyOptionalForms","","../../../../../../@PolicyType","A"
"CW","Scheduled Building Property Tenant's Policy","CommercialPropertyScheduledBuildingPropertyTenantsPolicy","EQCovIndicator","EQCauseofLossCoverageOptionalForms","","../../../../@EQCauseOfLossForm","A"
"CW","Scheduled Building Property Tenant's Policy","CommercialPropertyScheduledBuildingPropertyTenantsPolicy","Coinsurance","CoinsuranceForOptionalForms","CausesOfLoss","","A"
"CW","Theft Of Building Materials And Supplies (Other Than Builders Risk)","CommercialPropertyTheftOfBuildingMaterialsAndSuppliesOtherThanBuildersRisk","SpecialDed","BuildingTheftDeductible","","../../../../../../@PolicyType","A"
"CW","Unscheduled Building Property Tenant's Policy","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicy","CausesOfLoss","CauseOfLossByPolicyOptionalForms","","../../../../../../@PolicyType","A"
"CW","Unscheduled Building Property Tenant's Policy","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicy","EQCovIndicator","EQCauseofLossCoverageOptionalForms","","../../../../@EQCauseOfLossForm","A"
"CW","Unscheduled Building Property Tenant's Policy","CommercialPropertyUnscheduledBuildingPropertyTenantsPolicy","Coinsurance","CoinsuranceForOptionalForms","CausesOfLoss","","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamageBldgDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../@BlktCauseOfLossValue","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamageBldgDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../@CauseOfLoss","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamageBldgDetail","CauseOfLoss","CauseOfLossByPolicyType4OptionalForms","","../../../../../../../../@PolicyType","A"
"CW","Utility Services - Direct Damage Detail","CommercialPropertyUtilityServicesDirectDamageBldgDetail","EQCovIndicator","EQCoverageUtilityService","","../../../../@EQCovIndicator","A"
"CW","Building Detail","CommercialPropertyStructure","BldgIncludedInOperationalUnit","BldgIncludedInOperationalUnit","","../../@OperationalUnitIndicator","A"
"CW","Building Detail","CommercialPropertyStructure","LocOfHeatingPlantIndicator","LocOfHeatingPlantIndicator","","../../@MultipleResidentialPropSpecialCredit","A"
"CW","Building Detail","CommercialPropertyStructure","ClassCode","ClassCodeBldg","RatingType","","A"
"CW","Building Detail","CommercialPropertyStructure","ClassificationDescription","ClassDesc","RatingType","","A"
"CW","Building Detail","CommercialPropertyStructure","ClassificationDescription","ClassDesc","ClassCode","","A"
"CW","Building Detail","CommercialPropertyStructure","VacantBuilding","VacantBuilding","RatingType","","A"
"CW","Building Detail","CommercialPropertyStructure","ConstructionTypeToUse","ConstructionTypeToUse","ConstructionType","","A"
"CW","Building Detail","CommercialPropertyStructure","ConstructionCode","ConstructionCode","ConstructionTypeToUse","","A"
