"StateCode","PolicyType","CovForm","CauseOfLossPrsnlProp","IncludedInBlktPrsnlProp","ValuationTypePrsnlProp","AgreedValueBldg","DisplayValue","DataValue"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Fire, Vandalism, Sprinkler Leakage and Allied Lines","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","Daily Reporting","Daily Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","Weekly Reporting","Weekly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","Monthly Reporting","Monthly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","Quarterly Reporting","Quarterly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","No","Policy Year Reporting","Policy Year Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","Yes","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","Yes","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Actual Cash Value","Yes","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Functional Valuation","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Functional Valuation","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Functional Valuation","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Functional Valuation","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Functional Valuation","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Functional Valuation","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Functional Valuation","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Functional Valuation","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Functional Valuation","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","Daily Reporting","Daily Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","Weekly Reporting","Weekly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","Monthly Reporting","Monthly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","Quarterly Reporting","Quarterly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","No","Policy Year Reporting","Policy Year Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","Yes","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","Yes","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Basic","No","Replacement Cost","Yes","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","Daily Reporting","Daily Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","Weekly Reporting","Weekly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","Monthly Reporting","Monthly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","Quarterly Reporting","Quarterly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","No","Policy Year Reporting","Policy Year Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","Yes","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","Yes","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Broad","No","Replacement Cost","Yes","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","Daily Reporting","Daily Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","Weekly Reporting","Weekly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","Monthly Reporting","Monthly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","Quarterly Reporting","Quarterly Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","No","Policy Year Reporting","Policy Year Reporting"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","Yes","80%","80%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","Yes","90%","90%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Special","No","Replacement Cost","Yes","100%","100%"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Blanket Agreed Value Option Applies","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Yes","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Actual Cash Value","No","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Standard Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Actual Cash Value","Not Applicable","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Replacement Cost","Blanket Agreed Value Option Applies","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Replacement Cost","Yes","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Condominium Commercial Unit Owners Coverage","Blanket Cause of Loss Applies","Yes","Replacement Cost","No","Blanket Coinsurance Percentage Applies","Blanket Coinsurance Percentage Applies"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Basic","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Basic","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Basic","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Broad","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Broad","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Broad","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Special","No","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Special","No","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Special","No","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Blanket Cause of Loss Applies","Yes","Not Applicable","Yes","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Blanket Cause of Loss Applies","Yes","Not Applicable","No","Not Applicable","Not Applicable"
"CW","Commercial Property Policy","Legal Liability Coverage Form","Blanket Cause of Loss Applies","Yes","Not Applicable","Not Applicable","Not Applicable","Not Applicable"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Sprinkler Leakage","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","50%","50%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","60%","60%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","70%","70%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","80%","80%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","90%","90%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","100%","100%"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Daily Reporting","Daily Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Weekly Reporting","Weekly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Monthly Reporting","Monthly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Quarterly Reporting","Quarterly Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire and Vandalism","No","Actual Cash Value","Not Applicable","Policy Year Reporting","Policy Year Reporting"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","None","None"
"CW","Standard Property Policy","Standard Property Policy","Fire","No","Actual Cash Value","Not Applicable","50%","50%"
